Id,Label,timeset,componentnumber,strongcompnum,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,clustering,eigencentrality,modularity_class
colourbird00,colourbird00,,0,426,1,0,1,1,0,1,0,0,0,0,0.000323,0,0.000212,0,0.002655,3
Alpina72712763,Alpina72712763,,0,634,2,8,10,3,9,12,20,0.083441,0.106143,2927.642857,0.003981,0.049584,0.000211,0.044444,0.006197,1
SchonwetterTon,SchonwetterTon,,0,317,2,1,3,2,1,3,2,0.666667,0.75,7.666667,0.002691,0.003952,0.00021,0.166667,0.005305,2
frihetskampar,frihetskampar,,0,1386,0,2,2,0,2,2,16,0.113355,0.136484,0,0,0.000505,0.000143,0,0,2
OlthofMirjam,OlthofMirjam,,0,1390,1,3,4,1,3,4,21,0.076849,0.092121,1037,0,0.000317,0.000265,0,0.001803,1
fuckthesystemNL,fuckthesystemNL,,0,1389,1,1,2,1,1,2,22,0.07131,0.081248,23.4,0.000016,0,0.000219,0,0.002264,1
MarcelvBochove,MarcelvBochove,,0,1392,0,2,2,0,2,2,17,0.107346,0.123791,0,0,0.00001,0.000143,0,0,3
Nielsdej,Nielsdej,,0,1391,1,1,2,1,1,2,3,0.5,0.611111,2.5,0.000001,0.005425,0.000204,0,0.001803,3
Vrijhof,Vrijhof,,0,1393,0,3,3,0,3,3,20,0.082812,0.100774,0,0,0.067485,0.000143,0.5,0,1
HoedemakerHans,HoedemakerHans,,0,1396,0,3,3,0,3,3,16,0.116732,0.135366,0,0,0.001997,0.000143,0.333333,0,2
xxxVeraGeexxx,xxxVeraGeexxx,,0,1395,3,3,6,3,3,6,15,0.131069,0.156209,1923.761905,0.000688,0.00204,0.000277,0.15,0.006052,3
Carol68122351,Carol68122351,,0,1394,1,5,6,1,5,6,17,0.101904,0.113456,47.654762,0.0001,0.006354,0.000184,0.033333,0.001803,2
henk_blom1,henk_blom1,,0,1397,0,2,2,0,2,2,1,1,1,0,0,0.005566,0.000143,0,0,2
keespet,keespet,,0,403,6,0,6,6,0,6,0,0,0,0,0.000998,0,0.000419,0,0.012966,2
StraatmanSandra,StraatmanSandra,,0,634,2,3,5,3,7,10,17,0.107265,0.132594,2755.395655,0.006318,0.0012,0.000178,0,0.005398,1
Vogel731008,Vogel731008,,0,1398,0,1,1,0,1,1,16,0.113392,0.127416,0,0,0.000041,0.000143,0,0,2
efcee123,efcee123,,0,1399,0,2,2,0,2,2,1,1,1,0,0,0.005102,0.000143,0,0,2
IlseVier4,IlseVier4,,0,1400,0,2,2,0,2,2,14,0.140144,0.153967,0,0,0.000622,0.000143,0,0,2
BBalings,BBalings,,0,634,3,1,4,3,1,4,13,0.162725,0.183748,2746.741667,0.002466,0.000034,0.000373,0,0.009733,2
BarthCarlo,BarthCarlo,,0,634,3,5,8,3,8,11,16,0.11843,0.147232,3899.89412,0.002922,0.0697,0.000323,0.095238,0.012393,1
BlackRo17263284,BlackRo17263284,,0,86,3,0,3,3,0,3,0,0,0,0,0.000585,0,0.000586,0,0.006926,2
Elimelech_Ring,Elimelech_Ring,,0,1401,1,1,2,1,1,2,1,1,1,1,0.000347,0.000012,0.000164,0,0.001803,3
Gekkenlopenbui1,Gekkenlopenbui1,,0,1404,0,4,4,0,4,4,16,0.150502,0.197369,0,0,0.000474,0.000143,0,0,2
Bettystwits,Bettystwits,,0,861,1,4,5,1,4,5,16,0.112691,0.124285,0,0.00003,0.000568,0.000174,0.25,0.002328,2
zorgmarktde,zorgmarktde,,0,634,4,3,7,4,3,7,15,0.124262,0.136483,5593.091357,0.000578,0.009495,0.000321,0.071429,0.010054,2
De5december,De5december,,0,634,9,15,24,10,15,25,13,0.177411,0.22402,170981.869547,0.005972,0.040543,0.000397,0.011858,0.020932,1
LodewijkA,LodewijkA,,0,147,4,0,4,4,0,4,0,0,0,0,0.011324,0,0.000587,0,0.01874,2
Hannesz1956,Hannesz1956,,0,634,8,16,24,8,19,27,15,0.135736,0.175124,37043.191582,0.010539,0.024851,0.000462,0.018116,0.021187,1
GekkeG5,GekkeG5,,0,1405,1,1,2,1,1,2,1,1,1,0,0.000086,0.001705,0.000204,0.5,0.001803,1
mehdi_karayusuf,mehdi_karayusuf,,0,133,3,0,3,3,0,3,0,0,0,0,0.00048,0,0.000371,0.333333,0.01397,2
CoVaxHeretic,CoVaxHeretic,,0,1406,0,2,2,0,2,2,15,0.123417,0.133948,0,0,0.010414,0.000143,0,0,0
fdavw,fdavw,,0,520,2,0,2,2,0,2,0,0,0,0,0.005228,0,0.000176,0,0.011899,2
debeste22,debeste22,,0,1407,0,2,2,0,2,2,1,1,1,0,0,0.005102,0.000143,0,0,2
MonaKeijzer,MonaKeijzer,,0,535,3,0,3,4,0,4,0,0,0,0,0.001864,0,0.000274,0.166667,0.006886,2
JanineBorn,JanineBorn,,0,1409,0,2,2,0,2,2,18,0.095537,0.110544,0,0,0.000083,0.000143,0,0,2
LDlamp,LDlamp,,0,1408,1,4,5,1,5,6,17,0.105129,0.124656,1026.5,0.000004,0.022723,0.000204,0,0.001803,2
GezegdHet,GezegdHet,,0,1410,0,3,3,0,3,3,20,0.082912,0.101043,0,0,0.043395,0.000143,0.666667,0,1
Littlebird153,Littlebird153,,0,1411,1,3,4,1,3,4,2,0.8,0.875,4,0.000223,0.004098,0.000157,0.083333,0.001803,2
vbnvbn3535,vbnvbn3535,,0,634,3,23,26,3,28,31,15,0.139516,0.182796,23614.072024,0.000197,0.025846,0.000382,0.016667,0.01054,3
MarcKok1972,MarcKok1972,,0,1413,0,1,1,0,1,1,1,1,1,0,0,0.000011,0.000143,0,0,0
volkskrant,volkskrant,,0,24,45,0,45,65,0,65,0,0,0,0,0.053298,0,0.014708,0.028283,0.285381,4
YunusKara72,YunusKara72,,0,1414,1,1,2,1,1,2,1,1,1,1,0.000492,0.005964,0.000204,0,0.001803,1
ferdgrapperhaus,ferdgrapperhaus,,0,173,14,0,14,19,0,19,0,0,0,0,0.008085,0,0.000932,0.038462,0.045275,2
n_nicolini,n_nicolini,,0,1026,4,0,4,4,0,4,0,0,0,0,0.007737,0,0.000233,0,0.007212,3
Ellytweett,Ellytweett,,0,1025,4,0,4,4,0,4,0,0,0,0,0.007737,0,0.000233,0,0.007212,3
nl75,nl75,,0,634,6,18,24,6,19,25,12,0.194314,0.235465,703014.87601,0.000673,0.048047,0.001908,0.005929,0.021901,2
yamlima1,yamlima1,,0,1230,1,1,2,1,1,2,1,1,1,1,0.001529,0.003997,0.000161,0,0.001803,1
gmiddelbeek,gmiddelbeek,,0,1388,1,3,4,1,3,4,21,0.076712,0.090919,1054.4,0,0.021809,0.000329,0,0.002323,1
GingersnapsWoW,GingersnapsWoW,,0,1416,0,4,4,0,4,4,15,0.13178,0.147157,0,0,0.00468,0.000143,0.25,0,0
OSsochi,OSsochi,,0,1415,1,2,3,1,2,3,15,0.123476,0.134012,0,0.000235,0.004655,0.000174,0.5,0.001803,0
quincyj2k,quincyj2k,,0,301,2,2,4,2,2,4,1,1,1,25,0.003555,0.006514,0.000189,0.083333,0.006467,2
Marlon_93_D,Marlon_93_D,,0,1371,2,11,13,2,12,14,15,0.128527,0.160592,1380.511905,0.003988,0.019257,0.000191,0.00641,0.005166,2
babelaer,babelaer,,0,1370,1,0,1,1,0,1,0,0,0,0,0.000965,0,0.000158,0,0.002916,2
MickieF,MickieF,,0,885,3,1,4,3,2,5,1,1,1,5.333333,0.005596,0.000095,0.000211,0,0.007717,4
PouwTheo,PouwTheo,,0,1417,0,3,3,0,4,4,18,0.097252,0.110305,0,0,0.000832,0.000143,0,0,2
Nelliejs501,Nelliejs501,,0,1425,1,16,17,1,18,19,13,0.172934,0.225444,1164.833333,0.00033,0.003356,0.000201,0.007353,0.002264,2
RenkensPeter,RenkensPeter,,0,634,1,3,4,1,3,4,14,0.138915,0.159816,1915.5125,0.000046,0.001013,0.000148,0,0.003353,2
liekcornelissen,liekcornelissen,,0,634,1,2,3,1,2,3,14,0.140122,0.154067,696.741667,0.000051,0.000542,0.000185,0,0.002453,2
Dennis75E,Dennis75E,,0,1426,0,2,2,0,2,2,16,0.10994,0.117918,0,0,0.011314,0.000143,0,0,4
JerryAfriyie,JerryAfriyie,,0,491,2,0,2,8,0,8,0,0,0,0,0.004015,0,0.000212,0,0.005873,2
storklompen,storklompen,,0,1427,0,4,4,0,4,4,18,0.096556,0.121841,0,0,0.035154,0.000143,0.25,0,1
SIGILUX,SIGILUX,,0,1085,8,7,15,16,12,28,18,0.091036,0.101357,9531.911905,0.002778,0.000777,0.001091,0.007576,0.020194,3
NationaalDblad,NationaalDblad,,0,431,2,5,7,2,7,9,2,0.647059,0.727273,181.815079,0.00492,0.021064,0.000191,0.095238,0.006497,2
RtradeBob,RtradeBob,,0,1428,0,2,2,0,2,2,16,0.109965,0.117942,0,0,0.00068,0.000143,0,0,2
Richardd1983,Richardd1983,,0,1429,0,3,3,0,4,4,3,0.6,0.722222,0,0,0.011297,0.000143,0,0,2
alixist,alixist,,0,1430,0,3,3,0,3,3,18,0.099855,0.119546,0,0,0.007839,0.000143,0.166667,0,2
d66,d66,,0,139,5,0,5,5,0,5,0,0,0,0,0.005073,0,0.00023,0,0.013669,2
Annelice22,Annelice22,,0,1431,1,3,4,1,3,4,16,0.111159,0.121052,1032.333333,0.000001,0.020952,0.000184,0,0.001803,2
fryskegroun1,fryskegroun1,,0,1433,0,5,5,0,5,5,13,0.163095,0.191952,0,0,0.005722,0.000143,0.05,0,0
Gerbijl,Gerbijl,,0,1432,2,2,4,2,2,4,16,0.121504,0.146329,479.45,0.0011,0.000541,0.000189,0,0.004067,0
Lu_Kurio,Lu_Kurio,,0,565,2,0,2,2,0,2,0,0,0,0,0.002864,0,0.000196,0.5,0.006547,1
WokoAdd,WokoAdd,,0,634,2,3,5,2,3,5,20,0.082858,0.100338,2601.288095,0.002864,0.032447,0.000196,0.3,0.006547,1
marcelvandriel,marcelvandriel,,0,122,4,0,4,5,0,5,0,0,0,0,0.004103,0,0.000275,0.083333,0.011672,1
Vivalosossos,Vivalosossos,,0,1435,0,2,2,0,2,2,2,0.583333,0.642857,0,0,0.006575,0.000143,0,0,3
AnnaTD01,AnnaTD01,,0,1434,4,0,4,4,0,4,0,0,0,0,0.001605,0,0.000336,0,0.007212,3
2225Rogier,2225Rogier,,0,1229,1,1,2,1,1,2,1,1,1,0.5,0.001529,0.005277,0.000161,0,0.001803,1
JosRepubliek,JosRepubliek,,0,1436,0,2,2,0,2,2,17,0.101814,0.111447,0,0,0.002952,0.000143,0,0,2
realbrandaris,realbrandaris,,0,1437,0,4,4,0,4,4,1,1,1,0,0,0.014952,0.000143,0,0,2
rene_bobtail,rene_bobtail,,0,1041,1,1,2,1,1,2,1,1,1,1,0.000545,0.000165,0.000204,0,0.001803,4
avignonnimes,avignonnimes,,0,1438,0,2,2,0,2,2,1,1,1,0,0,0.006227,0.000143,0,0,2
Hoogerheide,Hoogerheide,,0,634,2,2,4,2,2,4,16,0.111231,0.120356,1031,0.001372,0.005048,0.000222,0.166667,0.006887,3
nieuws_in,nieuws_in,,0,523,3,0,3,4,0,4,0,0,0,0,0.000321,0,0.000256,0.833333,0.022526,2
LidwienNews,LidwienNews,,0,634,13,2,15,13,2,15,15,0.124728,0.146777,22678.682973,0.008742,0.000023,0.000544,0.166667,0.059839,2
TwietterNatie,TwietterNatie,,0,634,3,2,5,3,2,5,17,0.098024,0.11045,3708.121429,0.000321,0.003608,0.000256,0.25,0.022526,2
rinsjan,rinsjan,,0,33,13,0,13,14,0,14,0,0,0,0,0.008742,0,0.000544,0.166667,0.059839,2
Nachtzuster2,Nachtzuster2,,0,538,3,0,3,3,0,3,0,0,0,0,0.000321,0,0.000256,0.833333,0.022526,2
Observeerder,Observeerder,,0,539,3,0,3,3,0,3,0,0,0,0,0.000321,0,0.000256,0.833333,0.022526,2
breaknieuws,breaknieuws,,0,634,1,1,2,1,1,2,21,0.076484,0.087823,2368.304762,0.000076,0.000001,0.000178,0,0.005111,2
GrauweGrutjes,GrauweGrutjes,,0,1439,0,1,1,0,2,2,1,1,1,0,0,0.006429,0.000143,0,0,2
petervbelkom,petervbelkom,,0,289,5,0,5,6,0,6,0,0,0,0,0.002381,0,0.000345,0,0.011568,2
1964monty,1964monty,,0,217,1,3,4,1,3,4,1,1,1,1338.333333,0.000095,0.002017,0.000251,0.083333,0.003996,4
PopCraive,PopCraive,,0,239,8,0,8,8,0,8,0,0,0,0,0.007265,0,0.000463,0,0.018177,2
Renaultgek,Renaultgek,,0,449,3,0,3,3,0,3,0,0,0,0,0.001444,0,0.000236,0,0.007351,3
Jelle_Rechtdoor,Jelle_Rechtdoor,,0,634,1,16,17,1,30,31,20,0.083327,0.110041,3754.894444,0.001811,0.099739,0.00017,0.014706,0.008062,1
a_zwol,a_zwol,,0,1440,0,1,1,0,1,1,1,1,1,0,0,0.000459,0.000143,0,0,1
Koensimmers,Koensimmers,,0,514,2,0,2,2,0,2,0,0,0,0,0.005012,0,0.000326,0,0.005241,3
helenetimmers,helenetimmers,,0,833,2,0,2,2,0,2,0,0,0,0,0.002762,0,0.000177,0,0.003606,2
EcoMovehouten,EcoMovehouten,,0,1162,2,8,10,2,8,10,17,0.104469,0.122461,1989.742388,0.000374,0.006676,0.000264,0,0.004726,2
rick_tweets,rick_tweets,,0,454,8,4,12,11,10,21,1,1,1,1335,0.003861,0.000388,0.00194,0.125,0.027096,1
ddaa49,ddaa49,,0,634,1,3,4,1,3,4,20,0.082852,0.100999,1047.116667,0.000099,0.052311,0.000209,0.166667,0.002463,1
MargrietPluk,MargrietPluk,,0,1442,0,2,2,0,2,2,19,0.091544,0.108318,0,0,0.000093,0.000143,0,0,2
EllieB87980022,EllieB87980022,,0,1441,2,3,5,2,3,5,2,0.8,0.875,8,0.000006,0.000649,0.000265,0.05,0.003606,2
Tattoojordy,Tattoojordy,,0,1443,0,3,3,0,3,3,16,0.111171,0.121287,0,0,0.03523,0.000143,0.166667,0,1
RCLTILBURG,RCLTILBURG,,0,1444,0,3,3,0,3,3,1,1,1,0,0,0.010162,0.000143,0,0,2
markrutte,markrutte,,0,340,6,0,6,7,0,7,0,0,0,0,0.004005,0,0.000372,0,0.014876,1
RJBLwdn,RJBLwdn,,0,1445,0,1,1,0,1,1,22,0.07107,0.079507,0,0,0.000785,0.000143,0,0,1
jurrien1982,jurrien1982,,0,634,3,3,6,3,3,6,22,0.072779,0.091031,1107.333333,0.001592,0.015243,0.000243,0.2,0.012965,2
Sylvia34732692,Sylvia34732692,,0,448,1,3,4,1,3,4,3,0.6,0.722222,1371.583333,0.001295,0.011297,0.000158,0,0.003745,2
TielvdHeuvel,TielvdHeuvel,,0,446,2,1,3,3,1,4,2,0.545455,0.583333,0,0.001625,0.006494,0.000219,0.333333,0.005548,3
Buitenbeen1,Buitenbeen1,,0,753,1,1,2,1,1,2,16,0.111028,0.119415,1032,0.000545,0.00483,0.000204,0,0.001803,0
TianJinnl,TianJinnl,,0,1446,0,3,3,0,3,3,1,1,1,0,0,0.01149,0.000143,0,0,2
Serac321,Serac321,,0,1447,0,2,2,0,2,2,16,0.109952,0.117935,0,0,0.004467,0.000143,0,0,4
politie,politie,,0,14,4,0,4,5,0,5,0,0,0,0,0.001886,0,0.001412,0,0.074164,4
a0r1i0,a0r1i0,,0,1448,1,2,3,1,2,3,2,0.75,0.833333,3,0.000016,0.001219,0.000164,0,0.001803,2
RecordCamp,RecordCamp,,0,634,3,4,7,4,8,12,18,0.097829,0.114215,8844.182359,0.003423,0.002268,0.001171,0.3,0.028408,4
michel_an_gelo,michel_an_gelo,,0,634,4,7,11,8,13,21,16,0.135736,0.16961,3120.001786,0.010739,0.023077,0.000218,0.236111,0.019663,2
JDTVproducties,JDTVproducties,,0,634,2,1,3,2,1,3,20,0.081762,0.08987,1368.12381,0.0017,0.003029,0.000188,0,0.005548,3
MilaInk,MilaInk,,0,433,3,0,3,3,0,3,0,0,0,0,0.003698,0,0.000226,0,0.008014,3
_ErdemZero,_ErdemZero,,0,782,1,2,3,6,2,8,17,0.105807,0.123061,0,0.000018,0.000001,0.000197,1,0.00518,2
AnnevanDijk1966,AnnevanDijk1966,,0,1449,0,3,3,0,3,3,1,1,1,0,0,0.00741,0.000143,0,0,1
FannyVermeulen2,FannyVermeulen2,,0,1452,1,14,15,1,15,16,17,0.104668,0.125825,1034,0.000312,0.050037,0.000174,0.038095,0.001803,2
JanOoms9,JanOoms9,,0,634,4,5,9,4,7,11,20,0.08258,0.10016,3383.339225,0.006299,0.069376,0.001419,0.107143,0.188389,2
BlankNiels,BlankNiels,,0,1453,0,1,1,0,1,1,1,1,1,0,0,0.000161,0.000143,0,0,2
HunebedB,HunebedB,,0,1454,0,1,1,0,1,1,17,0.10819,0.125541,0,0,0.001756,0.000143,0,0,2
DerSpielfuhrer_,DerSpielfuhrer_,,0,1455,0,3,3,0,3,3,20,0.082812,0.100774,0,0,0.067485,0.000143,0.5,0,1
JeannetteWezen1,JeannetteWezen1,,0,634,1,2,3,1,2,3,15,0.123489,0.134034,24686.576371,0.000324,0.004655,0.000314,0.166667,0.005619,0
willemsen_gj,willemsen_gj,,0,634,1,1,2,1,1,2,15,0.123356,0.133162,7809.181982,0.001945,0.00445,0.000202,0,0.003723,0
MPeters50,MPeters50,,0,355,2,0,2,2,0,2,0,0,0,0,0.002198,0,0.000242,0,0.005526,1
janssensnuf,janssensnuf,,0,354,2,0,2,2,0,2,0,0,0,0,0.002198,0,0.000242,0,0.005526,1
TimKNetherlands,TimKNetherlands,,0,634,2,6,8,2,7,9,20,0.082898,0.102389,2396.440548,0.006739,0.039349,0.000171,0.035714,0.009642,1
kayleigh7H,kayleigh7H,,0,1456,1,3,4,2,6,8,17,0.103108,0.123543,0,0.000052,0.000536,0.000185,0.333333,0.002328,2
wouter_degier,wouter_degier,,0,1456,1,4,5,2,7,9,16,0.113562,0.138801,666.56057,0.000027,0.001038,0.000196,0.166667,0.002328,2
mrsMargreth,mrsMargreth,,0,1457,1,0,1,1,0,1,0,0,0,0,0.000078,0,0.000204,0,0.001803,3
Amsterdamvolge1,Amsterdamvolge1,,0,1458,0,1,1,0,1,1,3,0.454545,0.533333,0,0,0.000213,0.000143,0,0,0
Conser999,Conser999,,0,1459,0,3,3,0,3,3,2,0.8,0.875,0,0,0.000488,0.000143,0,0,2
Daantje29017604,Daantje29017604,,0,1460,0,2,2,0,2,2,3,0.466667,0.571429,0,0,0.000953,0.000143,0,0,2
Dickmans2691,Dickmans2691,,0,1461,0,4,4,0,6,6,17,0.108579,0.129495,0,0,0.012283,0.000143,0,0,2
ikweetniehoor,ikweetniehoor,,0,1462,1,0,1,1,0,1,0,0,0,0,0.000347,0,0.000164,0,0.001803,3
Dewaarh82786705,Dewaarh82786705,,0,873,4,13,17,5,21,26,14,0.139591,0.1632,2462.192636,0.004584,0.04542,0.000255,0.033333,0.010309,1
Ray06527553,Ray06527553,,0,1463,0,2,2,0,2,2,2,0.583333,0.642857,0,0,0.00668,0.000143,0,0,3
Edinho18402917,Edinho18402917,,0,1465,1,6,7,1,6,7,17,0.110119,0.129536,13.4,0.00081,0.011988,0.000149,0.047619,0.001803,1
hamerfuel,hamerfuel,,0,654,3,5,8,3,5,8,21,0.078363,0.098991,570.921429,0.00441,0.006697,0.000189,0.017857,0.007175,1
kobizonder,kobizonder,,0,1466,0,4,4,0,4,4,22,0.071266,0.082188,0,0,0.002025,0.000143,0,0,3
076BS,076BS,,0,485,1,3,4,1,3,4,1,1,1,1299,0.000028,0.001824,0.000184,0.083333,0.003684,4
DissidentNl,DissidentNl,,0,1088,1,1,2,1,1,2,1,1,1,1,0.000013,0,0.000204,0,0.001803,3
ed48nl,ed48nl,,0,182,3,1,4,3,1,4,1,1,1,261.966667,0.00251,0.000174,0.000216,0.25,0.009636,0
Nprins62,Nprins62,,0,1145,2,3,5,2,3,5,2,0.8,0.875,22.833333,0.000877,0.041244,0.000209,0.05,0.004785,2
PolitieEdVo,PolitieEdVo,,0,166,3,0,3,3,0,3,0,0,0,0,0.002856,0,0.000274,0,0.018472,2
genome1901,genome1901,,0,1467,0,2,2,0,2,2,1,1,1,0,0,0.000482,0.000143,0,0,2
wod3_000,wod3_000,,0,1469,1,4,5,1,8,9,22,0.071306,0.082587,2,0,0.003702,0.000225,0.083333,0.002328,2
DDoremalen,DDoremalen,,0,1469,1,2,3,3,2,5,22,0.071296,0.081621,0,0.000186,0.000009,0.000191,0.5,0.002328,2
Ranada1967,Ranada1967,,0,1468,2,1,3,4,1,5,21,0.076496,0.088277,2064,0.000186,0.001296,0.000272,0.333333,0.004656,2
arieherder4,arieherder4,,0,1471,0,2,2,0,3,3,18,0.095785,0.106817,0,0,0.009825,0.000143,0,0,1
fmca69,fmca69,,0,1470,1,2,3,1,2,3,17,0.105743,0.120775,1032,0.000492,0.003378,0.000204,0,0.001803,2
bezoekme,bezoekme,,0,1472,1,0,1,1,0,1,0,0,0,0,0.000327,0,0.000184,0,0.001803,2
WoutJohan,WoutJohan,,0,826,1,0,1,1,0,1,0,0,0,0,0.000015,0,0.000184,0,0.001803,2
MHendriksma,MHendriksma,,0,1473,1,6,7,1,6,7,19,0.089001,0.103289,57.833333,0.001006,0.003766,0.000161,0,0.001803,2
wouter81782584,wouter81782584,,0,1474,0,6,6,0,6,6,18,0.100555,0.123009,0,0,0.04031,0.000143,0,0,2
ferdyroet,ferdyroet,,0,634,3,8,11,3,10,13,18,0.100311,0.124795,10636.55638,0.001851,0.045422,0.000265,0.009091,0.007215,3
Rawnaq_NL,Rawnaq_NL,,0,314,3,0,3,3,0,3,0,0,0,0,0.002397,0,0.000345,0,0.009933,2
RonPeppenster,RonPeppenster,,0,1475,1,4,5,1,4,5,1,1,1,3.333333,0.000015,0.011436,0.000164,0,0.001803,2
Barry_deH,Barry_deH,,0,620,1,2,3,1,2,3,2,0.75,0.833333,17.333333,0.002277,0.000588,0.000172,0,0.003396,2
