Id,Label,timeset,componentnumber,strongcompnum,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,clustering,eigencentrality
krisamasu,krisamasu,,0,908,0,8,8,0,8,8,23,0.0682,0.090803,0,0,0.034474,4,0.000113,0.017857,0
Quesitum,Quesitum,,0,912,0,13,13,0,14,14,24,0.094416,0.141332,0,0,0.046653,1,0.000113,0.032051,0
Kees71234,Kees71234,,0,235,17,0,17,18,0,18,0,0,0,0,0.006015,0,0,0.001004,0,0.035623
avdvnmg,avdvnmg,,0,914,0,2,2,0,2,2,19,0.100074,0.125578,0,0,0.001611,0,0.000113,0,0
GdenAantrekker,GdenAantrekker,,0,913,2,0,2,2,0,2,0,0,0,0,0.000088,0,0,0.000193,0,0.003822
domootto,domootto,,0,861,3,0,3,3,0,3,0,0,0,0,0.001827,0,1,0.000271,0,0.005733
Menlngen,Menlngen,,0,915,0,3,3,0,3,3,1,1,1,0,0,0.020559,4,0.000113,0,0
Catlover1971,Catlover1971,,0,916,0,1,1,0,1,1,1,1,1,0,0,0.00001,2,0.000113,0,0
CartoonGek,CartoonGek,,0,860,1,0,1,1,0,1,0,0,0,0,0.00172,0,1,0.000127,0,0.001911
ringwaldband,ringwaldband,,0,919,1,7,8,1,14,15,13,0.152925,0.181442,0,0.002167,0.010283,3,0.000116,0.125,0.001911
DongaMaurits,DongaMaurits,,0,492,12,10,22,31,19,50,12,0.178704,0.220497,103179.116667,0.024667,0.01214,3,0.000348,0.088235,0.037257
groenlinks,groenlinks,,0,659,24,0,24,33,0,33,0,0,0,0,0.032372,0,3,0.000748,0.001812,0.048188
SPnl,SPnl,,0,918,3,0,3,4,0,4,0,0,0,0,0.002679,0,3,0.000162,0.166667,0.006221
PvdA,PvdA,,0,340,6,0,6,7,0,7,0,0,0,0,0.011022,0,3,0.000159,0.033333,0.012659
PartijvdDieren,PartijvdDieren,,0,917,2,0,2,3,0,3,0,0,0,0,0.002672,0,3,0.00013,0.5,0.00431
SamanthavanS95,SamanthavanS95,,0,492,1,1,2,3,1,4,23,0.071292,0.093687,0,0.002272,0.001753,4,0.000197,0,0.020697
DaWizzNL,DaWizzNL,,0,830,2,1,3,9,1,10,24,0.066679,0.093319,0,0.000016,0,4,0.000191,1,0.008302
PeterHebly,PeterHebly,,0,926,0,6,6,0,8,8,25,0.081486,0.107642,0,0,0.001517,0,0.000113,0.066667,0
Denkjewel,Denkjewel,,0,492,13,7,20,16,7,23,24,0.087346,0.112174,12034.169048,0.007275,0.004991,0,0.001498,0.023392,0.072273
WesterseCultuur,WesterseCultuur,,0,925,1,0,1,1,0,1,0,0,0,0,0.000075,0,0,0.000129,0,0.001911
CnaVD,CnaVD,,0,927,0,3,3,0,3,3,22,0.07217,0.088612,0,0,0.064116,1,0.000113,0.5,0
Sjakijo,Sjakijo,,0,928,0,4,4,0,5,5,19,0.095487,0.118043,0,0,0.002572,1,0.000113,0.083333,0
Obnsw,Obnsw,,0,907,2,7,9,2,7,9,2,0.818182,0.888889,11.5,0.001939,0.013726,4,0.000147,0.089286,0.00444
HarmHoogenberg,HarmHoogenberg,,0,500,1,0,1,1,0,1,0,0,0,0,0.000746,0,0,0.000124,0,0.002529
jacobantonie,jacobantonie,,0,114,1,1,2,1,1,2,1,1,1,1102,0.00057,0.000513,1,0.000127,0,0.008093
RotterdamBIJ1,RotterdamBIJ1,,0,113,14,0,14,14,0,14,0,0,0,0,0.010447,0,1,0.00077,0,0.030672
Ricardo08179846,Ricardo08179846,,0,930,0,5,5,0,6,6,2,0.857143,0.916667,0,0,0.027568,1,0.000113,0,0
HenriVerhees,HenriVerhees,,0,939,2,8,10,3,9,12,22,0.12314,0.176604,1029.666667,0.002131,0.006815,2,0.000182,0.089286,0.007498
BroerVanRosita,BroerVanRosita,,0,938,2,3,5,3,8,11,2,0.714286,0.8,20,0.000996,0.000065,2,0.000159,0.166667,0.005859
teigemans,teigemans,,0,492,4,7,11,16,17,33,21,0.130654,0.191217,8411.2,0.005915,0.031039,5,0.000229,0.069444,0.022898
esthervalent,esthervalent,,0,492,3,6,9,5,14,19,23,0.104601,0.140604,65073.033333,0.001647,0.016581,1,0.00022,0.053571,0.011233
SjefVugt,SjefVugt,,0,491,4,9,13,6,9,15,2,0.909091,0.95,7572.666667,0.003689,0.029269,1,0.000296,0.030303,0.011549
vpknerd,vpknerd,,0,485,2,0,2,4,0,4,0,0,0,0,0.003672,0,1,0.000153,0,0.006956
NicVis4,NicVis4,,0,492,6,12,18,11,15,26,22,0.113529,0.155339,52928.274242,0.007507,0.014973,0,0.000242,0.054167,0.018994
Dondanozz,Dondanozz,,0,825,1,0,1,6,0,6,0,0,0,0,0.000016,0,4,0.000134,0,0.005484
JennievanderBu1,JennievanderBu1,,0,940,0,1,1,0,1,1,1,1,1,0,0,0.010848,1,0.000113,0,0
Niem62453560Ano,Niem62453560Ano,,0,941,0,8,8,0,15,15,13,0.154833,0.188546,0,0,0.064632,1,0.000113,0.053571,0
Politie,Politie,,0,25,71,0,71,91,0,91,0,0,0,0,0.083931,0,0,0.003119,0.009658,0.287565
frieda145,frieda145,,0,948,0,12,12,0,15,15,22,0.110449,0.16207,0,0,0.00598,1,0.000113,0.022727,0
aalbert_torsius,aalbert_torsius,,0,492,3,3,6,5,3,8,21,0.091081,0.123522,28145.4,0.002042,0.002403,4,0.000288,0.15,0.012572
paulcaballo2,paulcaballo2,,0,492,5,8,13,8,10,18,23,0.095218,0.127361,6100.452381,0.00191,0.004001,1,0.000404,0.063636,0.018201
Riffter7,Riffter7,,0,949,0,2,2,0,3,3,1,1,1,0,0,0.003162,0,0.000113,0,0
lampenstein,lampenstein,,0,950,0,3,3,0,3,3,24,0.08768,0.110488,0,0,0.003207,0,0.000113,0.333333,0
wepromiseto,wepromiseto,,0,952,1,4,5,2,5,7,23,0.068331,0.085661,1,0.000558,0.011051,1,0.000137,0.166667,0.002467
Joanna__rd,Joanna__rd,,0,165,3,0,3,3,0,3,0,0,0,0,0.004317,0,1,0.000161,0,0.007613
Yourwor45503739,Yourwor45503739,,0,953,0,1,1,0,1,1,1,1,1,0,0,0.001291,0,0.000113,0,0
Abel19131812,Abel19131812,,0,955,0,6,6,0,6,6,22,0.072378,0.092317,0,0,0.086432,1,0.000113,0.1,0
AriePoot2,AriePoot2,,0,954,1,0,1,1,0,1,0,0,0,0,0.004247,0,1,0.000129,0,0.001911
Rob00110,Rob00110,,0,956,1,2,3,1,3,4,2,0.666667,0.75,5,0.001902,0.005625,1,0.00012,0,0.002399
OmroepON,OmroepON,,0,410,13,2,15,16,2,18,1,1,1,1724.666667,0.008201,0.000277,1,0.000436,0.009524,0.028717
Miesli2,Miesli2,,0,960,1,3,4,1,4,5,2,0.6,0.666667,9,0.000446,0.000201,0,0.000129,0.166667,0.001911
JoannaSusanna,JoannaSusanna,,0,190,6,4,10,7,4,11,1,1,1,3260.154762,0.003965,0.009018,0,0.0006,0.022222,0.028894
14mei48,14mei48,,0,962,0,2,2,0,2,2,1,1,1,0,0,0.001896,4,0.000113,0,0
gertjansegers,gertjansegers,,0,961,2,0,2,2,0,2,0,0,0,0,0.000523,0,4,0.000193,0,0.003822
geertwilderspvv,geertwilderspvv,,0,12,46,0,46,52,0,52,0,0,0,0,0.038064,0,4,0.001988,0.007246,0.137938
Mvdb76,Mvdb76,,0,492,1,4,5,3,12,15,24,0.06434,0.081277,22.166667,0.000922,0.014558,0,0.000138,0.083333,0.004809
crisie907,crisie907,,0,963,0,1,1,0,1,1,19,0.099941,0.12428,0,0,0.001607,5,0.000113,0,0
D_van_Aalst,D_van_Aalst,,0,355,1,2,3,1,2,3,2,0.75,0.833333,1194,0.000579,0.001297,1,0.000144,0.166667,0.003318
NickBlunt10,NickBlunt10,,0,606,5,20,25,5,22,27,18,0.155515,0.22324,4362.15,0.005093,0.038196,0,0.000332,0.015,0.011509
EduardPraag,EduardPraag,,0,605,1,0,1,1,0,1,0,0,0,0,0.001877,0,0,0.000127,0,0.0046
theodorus_VII,theodorus_VII,,0,830,1,2,3,3,3,6,24,0.066686,0.094025,0,0.000016,0.000027,4,0.000134,0.5,0.005484
PRh96075146,PRh96075146,,0,967,0,9,9,0,9,9,23,0.088764,0.122342,0,0,0.029152,0,0.000113,0.041667,0
atlantisblauw,atlantisblauw,,0,924,1,0,1,1,0,1,0,0,0,0,0.000075,0,0,0.000129,0,0.001911
bezorg_service,bezorg_service,,0,923,1,2,3,1,2,3,25,0.07961,0.09188,1,0.000075,0.011271,0,0.000129,0.166667,0.001911
baspaternotte,baspaternotte,,0,922,13,2,15,13,2,15,24,0.08628,0.100661,4873,0.00862,0.001346,0,0.000558,0.019048,0.029581
Massi173,Massi173,,0,968,0,2,2,0,2,2,22,0.072178,0.087458,0,0,0.032401,0,0.000113,0,0
Dirk2137,Dirk2137,,0,970,0,3,3,0,3,3,25,0.080626,0.098505,0,0,0.003008,0,0.000113,0,0
GenerationalFTa,GenerationalFTa,,0,974,0,4,4,0,6,6,23,0.067849,0.082753,0,0,0.000162,1,0.000113,0,0
Aaronmoore1999,Aaronmoore1999,,0,973,1,0,1,1,0,1,0,0,0,0,0.000008,0,1,0.000137,0,0.001911
mrbrownwhale,mrbrownwhale,,0,492,5,2,7,7,2,9,22,0.072358,0.088216,2025,0.003272,0.029817,1,0.000424,0.066667,0.012184
fotopeter31,fotopeter31,,0,976,0,6,6,0,8,8,22,0.095312,0.127348,0,0,0.04513,1,0.000113,0.1,0
Robbert00272607,Robbert00272607,,0,492,2,3,5,2,5,7,22,0.072366,0.088959,1152,0.002931,0.031175,1,0.000496,0.333333,0.013069
RealPlagueDoct,RealPlagueDoct,,0,985,2,23,25,3,26,29,23,0.107237,0.1644,1131.166667,0.000221,0.058134,1,0.000232,0.018116,0.00444
GovertNieuwland,GovertNieuwland,,0,986,0,2,2,0,2,2,23,0.092962,0.107915,0,0,0.00055,5,0.000113,0,0
BriellDe,BriellDe,,0,391,2,0,2,4,0,4,0,0,0,0,0.001762,0,4,0.000166,0,0.004559
HendrikWakker,HendrikWakker,,0,609,29,1,30,32,1,33,22,0.102152,0.120445,15696.966667,0.009423,0.004231,5,0.001486,0.002299,0.056396
PijpelinkPerry,PijpelinkPerry,,0,987,0,1,1,0,1,1,1,1,1,0,0,0.013305,0,0.000113,0,0
svfaassen,svfaassen,,0,988,0,1,1,0,1,1,1,1,1,0,0,0.001291,0,0.000113,0,0
Piet_Heyn,Piet_Heyn,,0,989,0,2,2,0,2,2,1,1,1,0,0,0.00283,0,0.000113,0,0
jaken69261993,jaken69261993,,0,990,0,5,5,0,10,10,22,0.105296,0.13754,0,0,0.073309,1,0.000113,0.2,0
HaraldDutch,HaraldDutch,,0,991,2,1,3,6,1,7,1,1,1,3,0.000595,0.000247,0,0.000144,0,0.004378
globalistaa,globalistaa,,0,640,6,0,6,6,0,6,0,0,0,0,0.005025,0,4,0.000473,0,0.014456
DeLelijke,DeLelijke,,0,492,3,4,7,3,4,7,25,0.062028,0.086396,9620,0.006212,0.006334,0,0.000139,0.1,0.01086
Endless27748363,Endless27748363,,0,992,0,1,1,0,1,1,1,1,1,0,0,0.013305,0,0.000113,0,0
HAN_Nederland,HAN_Nederland,,0,993,0,1,1,0,1,1,1,1,1,0,0,0.010848,1,0.000113,0,0
nadic_,nadic_,,0,994,0,2,2,0,2,2,18,0.10836,0.137211,0,0,0.01278,0,0.000113,0.5,0
moeva18,moeva18,,0,492,47,20,67,49,24,73,17,0.121327,0.172821,197547.516053,0.039325,0.055489,0,0.002441,0.013462,0.140431
Johngoldwing1,Johngoldwing1,,0,995,1,3,4,1,3,4,2,0.8,0.875,3,0.000837,0.042392,0,0.000145,0.083333,0.001911
Boomer07346504,Boomer07346504,,0,996,0,3,3,0,3,3,22,0.072254,0.088974,0,0,0.04053,0,0.000113,0.333333,0
AnneBruijne,AnneBruijne,,0,808,3,0,3,3,0,3,0,0,0,0,0.002001,0,0,0.000302,0,0.006221
HermanGalle,HermanGalle,,0,1001,1,8,9,1,12,13,26,0.077909,0.106877,17,0.000517,0.010321,0,0.000128,0.089286,0.002467
nitram318,nitram318,,0,1001,1,7,8,2,30,32,25,0.084098,0.114651,666,0.000507,0.010513,0,0.000127,0.095238,0.002467
M_nke,M_nke,,0,931,4,1,5,11,1,12,1,1,1,0,0.001706,0.006854,0,0.000246,0.3,0.009402
spanjaard1959,spanjaard1959,,0,1002,0,1,1,0,1,1,1,1,1,0,0,0.010848,1,0.000113,0,0
LeoBaaten,LeoBaaten,,0,1003,0,1,1,0,1,1,1,1,1,0,0,0.010848,1,0.000113,0,0
ardjiman,ardjiman,,0,830,1,1,2,2,1,3,24,0.066679,0.093319,0,0.000016,0,4,0.000134,0,0.005484
TwoDutchGamers,TwoDutchGamers,,0,1004,1,1,2,1,1,2,2,0.533333,0.5625,5,0.000095,0.006156,0,0.000145,0,0.001911
DeSloperT,DeSloperT,,0,1005,4,1,5,4,1,5,2,0.666667,0.75,11,0.000813,0.023685,1,0.000221,0.15,0.011534
1964bigboy,1964bigboy,,0,1006,0,1,1,0,1,1,1,1,1,0,0,0.000312,0,0.000113,0,0
Willem4bergen,Willem4bergen,,0,490,1,1,2,1,1,2,1,1,1,0,0.001438,0.00016,1,0.000141,0.5,0.004312
DeAltijd,DeAltijd,,0,364,7,0,7,8,0,8,0,0,0,0,0.003253,0,1,0.000522,0.02381,0.021909
Justin_Kees1,Justin_Kees1,,0,1012,0,10,10,0,10,10,1,1,1,0,0,0.028942,1,0.000113,0,0
straatruis,straatruis,,0,1011,1,0,1,1,0,1,0,0,0,0,0.001422,0,1,0.000122,0,0.001911
Largo_112,Largo_112,,0,972,1,0,1,1,0,1,0,0,0,0,0.000008,0,1,0.000137,0,0.001911
MiraMoerma,MiraMoerma,,0,1013,0,2,2,0,2,2,1,1,1,0,0,0.006329,5,0.000113,0,0
liesbethvdveen,liesbethvdveen,,0,641,6,0,6,6,0,6,0,0,0,0,0.009336,0,5,0.000306,0,0.013412
wordtvervolgd,wordtvervolgd,,0,1014,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.023685,1,0.000113,0,0
Hansla,Hansla,,0,1015,0,1,1,0,1,1,1,1,1,0,0,0.000185,1,0.000113,0,0
SteenksRafaela,SteenksRafaela,,0,617,9,0,9,9,0,9,0,0,0,0,0.00376,0,1,0.000819,0,0.019304
NicoStikvoort,NicoStikvoort,,0,1017,0,2,2,0,2,2,24,0.0873,0.106607,0,0,0.002007,0,0.000113,0,0
TheodorHolman,TheodorHolman,,0,1016,1,0,1,1,0,1,0,0,0,0,0.000099,0,0,0.000161,0,0.001911
Lijst_2030,Lijst_2030,,0,1018,0,1,1,0,1,1,1,1,1,0,0,0.000412,5,0.000113,0,0
cmtolkes,cmtolkes,,0,139,2,1,3,2,1,3,1,1,1,19.833333,0.000931,0.008802,0,0.00017,0,0.00672
JakobKingma,JakobKingma,,0,1019,0,2,2,0,2,2,2,0.666667,0.75,0,0,0.003125,4,0.000113,0,0
LucianaBoutox,LucianaBoutox,,0,563,2,4,6,2,4,6,3,0.545455,0.638889,10,0.002232,0.001772,1,0.000157,0.15,0.006476
Jeetje_MINA,Jeetje_MINA,,0,560,1,0,1,1,0,1,0,0,0,0,0.000087,0,1,0.000146,0,0.003214
pietur,pietur,,0,559,1,0,1,1,0,1,0,0,0,0,0.000087,0,1,0.000146,0,0.003214
RaafMeneer,RaafMeneer,,0,1020,1,1,2,1,3,4,1,1,1,2,0.000338,0.013305,0,0.000185,0,0.002888
WijZeggen,WijZeggen,,0,1022,1,4,5,3,15,18,2,0.833333,0.9,0,0.000023,0.000467,4,0.000143,0.25,0.002467
martwinducati,martwinducati,,0,1021,2,0,2,7,0,7,0,0,0,0,0.000046,0,4,0.000174,1,0.004933
JCrelis,JCrelis,,0,425,5,1,6,10,1,11,1,1,1,18.5,0.003242,0.005403,4,0.000233,0.066667,0.013591
rallyjef2,rallyjef2,,0,77,19,0,19,25,0,25,0,0,0,0,0.006201,0,4,0.000955,0.017544,0.049633
OutOfLikes,OutOfLikes,,0,492,1,10,11,4,12,16,25,0.081615,0.108402,8207.816667,0.000006,0.001851,5,0.000213,0.011111,0.004121
lorenzovoort_,lorenzovoort_,,0,401,2,0,2,2,0,2,0,0,0,0,0.000748,0,5,0.000163,0,0.004551
hansbrugwachter,hansbrugwachter,,0,1025,0,6,6,0,6,6,23,0.081014,0.100697,0,0,0.002011,1,0.000113,0,0
peggybvd,peggybvd,,0,211,11,3,14,11,5,16,1,1,1,2158.666667,0.004875,0.004332,0,0.000556,0.038462,0.029394
Freekweer,Freekweer,,0,1024,1,0,1,1,0,1,0,0,0,0,0.000099,0,1,0.000129,0,0.001911
sas_pvv_,sas_pvv_,,0,634,12,4,16,12,4,16,22,0.086984,0.103225,8205.833333,0.005116,0.000351,1,0.000658,0.0125,0.02355
MEESTERPEET,MEESTERPEET,,0,1023,3,0,3,3,0,3,0,0,0,0,0.00018,0,1,0.000201,0,0.005733
MitchelJong,MitchelJong,,0,1047,1,2,3,1,4,5,18,0.097329,0.113651,0,0.000102,0.0007,1,0.000142,0.5,0.002467
Gravedi21038839,Gravedi21038839,,0,1047,1,5,6,2,5,7,17,0.107791,0.132625,734,0.000034,0.002067,1,0.000173,0.1,0.002467
EdwardVeerman,EdwardVeerman,,0,195,26,0,26,30,0,30,0,0,0,0,0.014213,0,1,0.00143,0.006154,0.068003
TC_Group_Crypto,TC_Group_Crypto,,0,1048,0,2,2,0,2,2,22,0.088871,0.109566,0,0,0.031829,1,0.000113,0.5,0
anoushanzume,anoushanzume,,0,492,23,3,26,33,4,37,22,0.094034,0.118906,17740.07619,0.043861,0.030144,1,0.001064,0.059783,0.057534
Elzinga34113436,Elzinga34113436,,0,1049,0,1,1,0,1,1,1,1,1,0,0,0.001291,0,0.000113,0,0
waarheidsridder,waarheidsridder,,0,1050,0,3,3,0,3,3,2,0.8,0.875,0,0,0.018251,0,0.000113,0,0
JacobDirkDR888,JacobDirkDR888,,0,1051,0,1,1,0,1,1,1,1,1,0,0,0.001548,5,0.000113,0,0
rerink_eu,rerink_eu,,0,1052,0,1,1,0,1,1,1,1,1,0,0,0.010848,1,0.000113,0,0
DyanaEngels2,DyanaEngels2,,0,1053,0,2,2,0,2,2,19,0.100045,0.125579,0,0,0.001962,4,0.000113,0,0
vrijdagde13,vrijdagde13,,0,427,9,0,9,9,0,9,0,0,0,0,0.00723,0,4,0.000472,0,0.021484
BasBrouwer3,BasBrouwer3,,0,1055,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.003735,0,0.000113,0,0
VrouwvdVrijheid,VrouwvdVrijheid,,0,3,80,1,81,87,1,88,1,1,1,1214,0.075118,0,4,0.003604,0.000772,0.173571
SandroP71216998,SandroP71216998,,0,451,3,1,4,3,1,4,1,1,1,1154,0.000195,0,5,0.00068,0,0.03577
AntiZwartePiet,AntiZwartePiet,,0,450,2,0,2,2,0,2,0,0,0,0,0,0,5,0.000739,0,0.008957
JaapKooiman1,JaapKooiman1,,0,1056,0,1,1,0,1,1,1,1,1,0,0,0.013305,0,0.000113,0,0
StvnLntz,StvnLntz,,0,809,1,0,1,1,0,1,0,0,0,0,0.000005,0,0,0.000174,0,0.002399
Dond3r,Dond3r,,0,1057,0,7,7,0,9,9,21,0.1348,0.198414,0,0,0.030732,5,0.000113,0.095238,0
JamesRon1980,JamesRon1980,,0,492,7,56,63,10,159,169,20,0.149722,0.26166,291297.512374,0.005265,0.068722,5,0.000509,0.010228,0.032207
Djammi,Djammi,,0,286,2,0,2,2,0,2,0,0,0,0,0.004887,0,5,0.000134,0.5,0.009349
HansdeBoer18,HansdeBoer18,,0,285,2,1,3,2,1,3,1,1,1,1090,0.004887,0.000112,5,0.000134,0.166667,0.009349
Lampladies,Lampladies,,0,1058,0,2,2,0,2,2,1,1,1,0,0,0.018708,0,0.000113,0,0
parooidianazang,parooidianazang,,0,1061,0,4,4,0,4,4,1,1,1,0,0,0.019022,0,0.000113,0,0
_Frummel_,_Frummel_,,0,1060,6,0,6,6,0,6,0,0,0,0,0.00349,0,0,0.000405,0,0.012022
SimoneKerseboom,SimoneKerseboom,,0,409,3,0,3,3,0,3,0,0,0,0,0.000117,0,1,0.000349,0.333333,0.012551
nachtboekhouder,nachtboekhouder,,0,492,5,4,9,6,4,10,23,0.067918,0.085013,5434.25,0.008496,0.01898,5,0.000206,0.055556,0.015082
hendriks_rick,hendriks_rick,,0,1062,0,1,1,0,1,1,1,1,1,0,0,0.000423,5,0.000113,0,0
EdWres,EdWres,,0,240,13,0,13,20,0,20,0,0,0,0,0.008598,0,5,0.000989,0.025641,0.041905
Erna_1969d,Erna_1969d,,0,1066,0,5,5,0,5,5,23,0.093234,0.111681,0,0,0.004055,0,0.000113,0,0
Muppetpupy,Muppetpupy,,0,1067,0,1,1,0,1,1,1,1,1,0,0,0.010848,1,0.000113,0,0
Agjepagje,Agjepagje,,0,536,3,2,5,4,2,6,1,1,1,8,0.001972,0.013337,0,0.00017,0.1,0.007344
Bremannet,Bremannet,,0,535,1,0,1,1,0,1,0,0,0,0,0.000655,0,0,0.000185,0,0.003573
kroon125,kroon125,,0,1068,0,7,7,0,7,7,24,0.064099,0.083129,0,0,0.050067,1,0.000113,0.047619,0
HarryPater62,HarryPater62,,0,1059,4,0,4,4,0,4,0,0,0,0,0.002905,0,0,0.000267,0,0.007644
Miriam03743463,Miriam03743463,,0,1069,0,2,2,0,2,2,1,1,1,0,0,0.013717,5,0.000113,0,0
sjors_otten,sjors_otten,,0,1074,0,4,4,0,4,4,22,0.094114,0.113133,0,0,0.001989,2,0.000113,0.166667,0
AMerlijn,AMerlijn,,0,1073,1,0,1,1,0,1,0,0,0,0,0.000098,0,2,0.000137,0,0.001911
MrsKrass,MrsKrass,,0,1072,1,6,7,1,6,7,21,0.103554,0.128337,674,0.000098,0.006431,2,0.000137,0.119048,0.001911
gemEdamVolendam,gemEdamVolendam,,0,438,14,0,14,19,0,19,0,0,0,0,0.018494,0,0,0.000575,0.010989,0.034796
Mariska_Ruchtie,Mariska_Ruchtie,,0,1075,0,1,1,0,1,1,1,1,1,0,0,0.000412,5,0.000113,0,0
Uitlaatklepper,Uitlaatklepper,,0,1078,0,3,3,0,7,7,23,0.094308,0.113194,0,0,0.004987,2,0.000113,0,0
Lisaaaa57673548,Lisaaaa57673548,,0,1077,1,0,1,2,0,2,0,0,0,0,0.000245,0,2,0.000145,0,0.001911
cjkindt,cjkindt,,0,1080,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.000013,0,0.000113,0,0
maartenbakkerch,maartenbakkerch,,0,1079,2,2,4,2,2,4,1,1,1,3,0.000267,0.006002,0,0.000257,0.083333,0.003822
An39724254,An39724254,,0,1081,0,1,1,0,1,1,1,1,1,0,0,0.001343,5,0.000113,0,0
EinsteinBarbie,EinsteinBarbie,,0,148,42,0,42,67,0,67,0,0,0,0,0.027329,0,5,0.002558,0.016841,0.127662
Ann195465,Ann195465,,0,1083,0,6,6,0,6,6,24,0.063985,0.081327,0,0,0.010942,5,0.000113,0.033333,0
Sandervandam2,Sandervandam2,,0,405,19,0,19,21,0,21,0,0,0,0,0.009916,0,4,0.000916,0.002924,0.042478
ZeroSum2021,ZeroSum2021,,0,1084,0,3,3,0,3,3,22,0.07217,0.088612,0,0,0.064116,1,0.000113,0.5,0
HOnmens,HOnmens,,0,1087,0,4,4,0,4,4,1,1,1,0,0,0.000253,1,0.000113,0,0
mikofLohr,mikofLohr,,0,7,7,0,7,9,0,9,0,0,0,0,0.000962,0,0,0.000636,0.02381,0.02665
WillyvHuet,WillyvHuet,,0,1088,0,1,1,0,1,1,23,0.094055,0.110562,0,0,0.004963,2,0.000113,0,0
Jvdh1V,Jvdh1V,,0,1089,0,2,2,0,2,2,22,0.073039,0.092851,0,0,0.030107,1,0.000113,0.5,0
Adijksma1985,Adijksma1985,,0,492,5,9,14,9,13,22,22,0.073009,0.097694,5376.166667,0.008825,0.044841,1,0.000332,0.090909,0.026391
marcelvandenber,marcelvandenber,,0,492,2,4,6,2,11,13,23,0.097607,0.123747,21388.666667,0.000741,0.004174,0,0.000232,0.1,0.009322
Wsh94_,Wsh94_,,0,1091,0,2,2,0,2,2,23,0.094182,0.11188,0,0,0.004975,2,0.000113,0.5,0
TheFriar1966,TheFriar1966,,0,1090,1,1,2,1,1,2,23,0.094055,0.110562,0,0.000244,0.004963,2,0.000161,0.5,0.001911
monniemeeker,monniemeeker,,0,1092,0,1,1,0,1,1,1,1,1,0,0,0.013305,0,0.000113,0,0
DeHortOpMetJan,DeHortOpMetJan,,0,1093,0,1,1,0,1,1,1,1,1,0,0,0.010848,1,0.000113,0,0
Arendheim,Arendheim,,0,1094,0,2,2,0,2,2,1,1,1,0,0,0.010879,1,0.000113,0,0
TwTweetybird,TwTweetybird,,0,1095,0,7,7,0,8,8,1,1,1,0,0,0.025427,0,0.000113,0,0
Frances_Heijman,Frances_Heijman,,0,431,4,0,4,5,0,5,0,0,0,0,0.005422,0,3,0.000233,0,0.009765
OZeveraar,OZeveraar,,0,1099,1,1,2,1,1,2,3,0.5,0.583333,4,0,0,2,0.000209,0,0.001911
PVanDoorn4,PVanDoorn4,,0,1098,1,2,3,1,2,3,2,0.75,0.833333,6,0,0.000003,2,0.00029,0.166667,0.002399
Robert_b70,Robert_b70,,0,1100,0,7,7,0,10,10,22,0.072986,0.096009,0,0,0.048948,1,0.000113,0.119048,0
theNUC1,theNUC1,,0,517,9,1,10,18,1,19,1,1,1,4,0.019057,0.004124,1,0.000323,0.055556,0.02026
VrijWimpie,VrijWimpie,,0,1104,0,5,5,0,5,5,25,0.080672,0.099208,0,0,0.010103,0,0.000113,0,0
RenMid,RenMid,,0,1103,4,0,4,4,0,4,0,0,0,0,0.000956,0,0,0.00034,0,0.007644
KapiteinThierry,KapiteinThierry,,0,1105,0,1,1,0,1,1,23,0.067333,0.078339,0,0,0.001258,4,0.000113,0,0
RobertS00895504,RobertS00895504,,0,1106,0,1,1,0,1,1,1,1,1,0,0,0.013305,0,0.000113,0,0
fabel31577,fabel31577,,0,492,11,2,13,11,2,13,22,0.072358,0.088216,2288,0.027289,0.029817,1,0.000478,0.128788,0.030877
HetPapierenHuis,HetPapierenHuis,,0,1109,0,4,4,0,7,7,22,0.106089,0.136726,0,0,0.004755,0,0.000113,0,0
doperwtje73,doperwtje73,,0,1108,1,0,1,2,0,2,0,0,0,0,0.000234,0,0,0.000137,0,0.001911
mamaruja94,mamaruja94,,0,1107,1,0,1,2,0,2,0,0,0,0,0.000234,0,0,0.000137,0,0.001911
J41963735,J41963735,,0,54,17,14,31,20,14,34,4,0.613636,0.737654,23413,0.010214,0.001865,0,0.000489,0.094828,0.053348
jeroen71058233,jeroen71058233,,0,1110,0,1,1,0,1,1,1,1,1,0,0,0.010848,1,0.000113,0,0
MiquelMiez,MiquelMiez,,0,1113,0,3,3,0,3,3,23,0.067756,0.081396,0,0,0.000162,1,0.000113,0,0
Crytonewb1,Crytonewb1,,0,1112,1,0,1,1,0,1,0,0,0,0,0.000008,0,1,0.000145,0,0.001911
Metznvier4,Metznvier4,,0,1111,1,0,1,1,0,1,0,0,0,0,0.000008,0,1,0.000145,0,0.001911
Koos24Koos,Koos24Koos,,0,686,4,42,46,5,91,96,19,0.139839,0.22384,3454.083333,0.00223,0.061694,5,0.00022,0.012195,0.014025
Martijnmbrmrbr,Martijnmbrmrbr,,0,686,2,4,6,5,4,9,20,0.122766,0.166313,0,0.003344,0.006361,5,0.000149,0.5,0.007928
