index,tweet_id,username,text,tweet_source,tweet_source_link,rt_count,fav_count,clean_text
0,1467511137755353097,SteveSarian1,"RT @Bij88941056: @fdavw @SylvanaBIJ1 EINDELIJK.
KOZP-relschoppers zijn weggejaagd door wakkere Volendammers die NL verdedigen.
Nu moeten de…",Twitter Web App,https://mobile.twitter.com,2,0,"['eindelijk', 'kozp', 'relschoppers', 'weggejaagd', 'wakkere', 'volendammers', 'nl', 'verdedigen', 'moeten']"
1,1467511122513305600,defret5,RT @lewinskylou2: Tweeluik met @diederikebbinge die niet weet dat Ghana het vaderland van de Ghanese KOZP-leider uit Ghana is. https://t.co…,Twitter for Android,http://twitter.com/download/android,11,0,"['tweeluik', 'weet', 'ghana', 'vaderland', 'ghanese', 'kozp', 'leider', 'ghana']"
2,1467511094377865219,DerrickDuc,"RT @Harm_Zwiers: @jesseklaver Als je wil actie voeren prima maar niet over ruggen van een kinderfeest.
Van mijn part vraag je op onafhankel…",Twitter for iPhone,http://twitter.com/download/iphone,1,0,"['actie', 'voeren', 'prima', 'ruggen', 'kinderfeest', 'part', 'vraag', 'onafhankel']"
3,1467511079932682250,BramTheunissen1,"RT @Messentracker: Einde Corona maatregelen
Einde klimaat-onzin
Einde islamisering
Einde zorg afschalen
Einde baantjes carroussel
Einde KOZ…",Twitter Web App,https://mobile.twitter.com,1,0,"['einde', 'corona', 'maatregelen', 'einde', 'klimaat', 'onzin', 'einde', 'islamisering', 'einde', 'zorg', 'afschalen', 'einde', 'baantjes', 'carroussel', 'einde', 'koz']"
5,1467511050610348038,DerrickDuc,"RT @Jaaph: @jesseklaver Yasser heeft het filmpje ook duidelijk gemist. En ook nog  selectief verontwaardigd, want we horen hem alleen bij k…",Twitter for iPhone,http://twitter.com/download/iphone,1,0,"['yasser', 'filmpje', 'duidelijk', 'gemist', 'selectief', 'verontwaardigd', 'we', 'horen', 'alleen', 'k']"
6,1467510948789473288,hanszuidinga,"RT @rallyjef2: Iemand een visschotel besteld?

#volendam #kozp #bij1 #SylvanaSimons #pvv #dvd #sinterklaas https://t.co/NYIi9QUevv",Twitter for Android,http://twitter.com/download/android,82,0,"['visschotel', 'besteld', 'volendam', 'kozp', 'bij1', 'sylvanasimons', 'pvv', 'dvd', 'sinterklaas']"
7,1467510913175539715,JHaeyere,RT @Belgonerd1: #zwartepiet https://t.co/ObwqTyOUf2,Twitter for Android,http://twitter.com/download/android,9,0,['zwartepiet']
8,1467510888282435586,spekkie70,RT @VrouwvdVrijheid: 1. KOZP kwam zonder aankondiging. 2. Jerry stond met zijn megafoon provocerend te schreeuwen in t gezicht van een vrou…,Twitter Web App,https://mobile.twitter.com,55,0,"['1', 'kozp', 'kwam', 'aankondiging', '2', 'jerry', 'stond', 'megafoon', 'provocerend', 'schreeuwen', 't', 'gezicht', 'vrou']"
9,1467510875703623685,man_gewone,"RT @ShashiRoopram: Als je niet in Volendam woont of er nooit geweest bent, maar wel met een bus vol KOZP activisten er naar toe reist om do…",Twitter for iPad,http://twitter.com/#!/download/ipad,408,0,"['volendam', 'woont', 'nooit', 'bent', 'wel', 'bus', 'vol', 'kozp', 'activisten', 'toe', 'reist', 'do']"
11,1467510766207180802,BramTheunissen1,"RT @VrouwvdVrijheid: Nieuwe traditie in de maak: Jeu de Oliebol. 

#volendam #kozp https://t.co/mYRyAoCEag",Twitter Web App,https://mobile.twitter.com,84,0,"['nieuwe', 'traditie', 'maak', 'jeu', 'oliebol', 'volendam', 'kozp']"
15,1467510539798687750,NederlandEO,RT @OmroepON: Het #ZwartePietenjournaal zit er weer op. We sluiten af met het nieuwste liedje van Coole Piet Diego! #Sinterklaas #pakjesavo…,Twitter Web App,https://mobile.twitter.com,8,0,"['zwartepietenjournaal', 'zit', 'weer', 'we', 'sluiten', 'af', 'nieuwste', 'liedje', 'coole', 'piet', 'diego', 'sinterklaas', 'pakjesavo']"
16,1467510499382231045,jtmooten,RT @erikpjverweij: Het holbewonergedrag van sommige mensen tegenover KOZP-demonstranten is voor mij de belangrijkste reden geweest om tot n…,Twitter for iPhone,http://twitter.com/download/iphone,94,0,"['holbewonergedrag', 'sommige', 'mensen', 'tegenover', 'kozp', 'demonstranten', 'belangrijkste', 'reden', 'n']"
18,1467510481984364549,4Tchat,"RT @SovaEm: #Hema @Hema doet niet maar aan #zwartepiet uitingen in de winkel, maar nog wel bij de #tompoucen . Ik kon niet alleen #sinterkl…",Retweetteuse,https://twitter.com/FreeBet13,2,0,"['hema', 'doet', 'zwartepiet', 'uitingen', 'winkel', 'wel', 'tompoucen', 'alleen', 'sinterkl']"
19,1467510453773340677,klm6446661261,"RT @JokeRelmuis: Goedzo, opdonderen met je kozp.
Video. 
https://t.co/EyITUhHo5P",Twitter for Android,http://twitter.com/download/android,9,0,"['goedzo', 'opdonderen', 'kozp', 'video']"
23,1467510299125288962,pco3x,"RT @Mirjam152: Die losers van KOZP maakten nog gebruik van een - gratis - gesubsidieerde bus ook. Van de Vereniging GroenGrijs. Tja, het ma…",Twitter for Android,http://twitter.com/download/android,38,0,"['losers', 'kozp', 'maakten', 'gebruik', 'gratis', 'gesubsidieerde', 'bus', 'vereniging', 'groengrijs', 'tja', 'ma']"
24,1467510269060526081,keesjan,RT @PijpelinkPerry: @HartvNL Deze dame was eierloos. Werd doof gemaakt door KOZP. Betaalt KOZP de kosten van een gehoorapparaat? https://t.…,Twitter Web App,https://mobile.twitter.com,7,0,"['dame', 'eierloos', 'doof', 'gemaakt', 'kozp', 'betaalt', 'kozp', 'kosten', 'gehoorapparaat']"
26,1467510248562995207,FvdMosselaar,RT @RenMid: Pakjes avond op Sinterklaasavond. Weet zelf nog hoe zenuwachtig ik was en hoe ik schrok als er geklopt werd op de deur. Met een…,Twitter Web App,https://mobile.twitter.com,3,0,"['pakjes', 'avond', 'sinterklaasavond', 'weet', 'zenuwachtig', 'schrok', 'geklopt', 'deur']"
32,1467510121970421763,1_Vagabond,RT @Percolator_HNJ: Hoppa! Weg met die buitenlandse haters van de Nederlandse cultuur! #ZwartePiet #Volendam https://t.co/qZHy8CrZHx,Twitter Web App,https://mobile.twitter.com,18,0,"['hoppa', 'weg', 'buitenlandse', 'haters', 'nederlandse', 'cultuur', 'zwartepiet', 'volendam']"
36,1467510071894622209,tonnoorhoff,"RT @bernievdberg: Trouwens weer tijd voor mijn jaarlijkse #BookerT tweet.
en een fijne #Sinterklaas #zwartePiet #kersemus U allen.🎅 https:/…",Twitter for iPad,http://twitter.com/#!/download/ipad,1,0,"['trouwens', 'weer', 'tijd', 'jaarlijkse', 'bookert', 'tweet', 'fijne', 'sinterklaas', 'zwartepiet', 'kersemus', 'allen']"
37,1467510067033432069,CleoMatra,"RT @MERuijtenberg: Niet alle fans van ZP zijn racisten maar alle racisten zijn wel fan van ZP, denk daar goed aan. #kozp",Twitter for Android,http://twitter.com/download/android,3,0,"['alle', 'fans', 'zp', 'racisten', 'alle', 'racisten', 'wel', 'fan', 'zp', 'denk', 'goed', 'kozp']"
44,1467509810501496841,Dweeper_,RT @ReitsLydia: Moet zijn: onaangekonigde bus vol kozp viel mensen lastig op de markt in volendam. Schoffeerden met megafoon loeihard dat v…,Twitter for iPhone,http://twitter.com/download/iphone,30,0,"['onaangekonigde', 'bus', 'vol', 'kozp', 'viel', 'mensen', 'lastig', 'markt', 'volendam', 'schoffeerden', 'megafoon', 'loeihard', 'v']"
49,1467509696571527168,malavita666,RT @Bij88941056: @TheEdgyVeggie1 Worden NL'ers eindelijk WAKKER en pikken ze deze shit van KOZP en de aan de subsidie-tiet hangende Jerry A…,Twitter for iPhone,http://twitter.com/download/iphone,4,0,"['nl', 'ers', 'eindelijk', 'wakker', 'pikken', 'shit', 'kozp', 'subsidie', 'tiet', 'hangende', 'jerry', 'a']"
51,1467509693920821254,DerrickDuc,RT @LaurensJan4: @jesseklaver Van vreedzame wel. In verband met KOZP is uw tweet even onzinnig als een demo van KOZP in Volendam. Hoe verzi…,Twitter for iPhone,http://twitter.com/download/iphone,1,0,"['vreedzame', 'wel', 'verband', 'kozp', 'tweet', 'even', 'onzinnig', 'demo', 'kozp', 'volendam', 'verzi']"
56,1467509641722667009,Ganoess,RT @OmroepON: Sinterklaas heeft het erelidmaatschap van omroep Ongehoord Nederland van voorzitter Arnold ontvangen. Tijd voor een feestje!…,UberSocial© PRO,http://ubersocial.com,49,0,"['sinterklaas', 'erelidmaatschap', 'omroep', 'ongehoord', 'nederland', 'voorzitter', 'arnold', 'ontvangen', 'tijd', 'feestje']"
59,1467509591957254150,chrisarfak,RT @WhiteangelBe: @HartvNL Ze gaan juridische stappen zetten lees ik. Nu hoop dat ze dat doen. En dan kunnen ze tegelijkertijd allemaal opg…,Twitter for iPad,http://twitter.com/#!/download/ipad,6,0,"['gaan', 'juridische', 'stappen', 'zetten', 'lees', 'hoop', 'tegelijkertijd', 'allemaal', 'opg']"
62,1467509501070917635,DuckTBM,RT @anoushanzume: So proud of these incredible heroes protesting a disgusting racist tradition in the belly of the beast! Black Face = Raci…,Twitter for iPad,http://twitter.com/#!/download/ipad,64,0,"['so', 'proud', 'these', 'incredible', 'heroes', 'protesting', 'a', 'disgusting', 'racist', 'tradition', 'the', 'belly', 'the', 'beast', 'black', 'face', 'raci']"
63,1467509497635745798,DerrickDuc,RT @frans09258841: @jesseklaver @DevliegerErik Dwaaslicht! Hoe durf je een stelletje klaplopers als kozp te verdedigen! Snap het wel je ben…,Twitter for iPhone,http://twitter.com/download/iphone,1,0,"['dwaaslicht', 'durf', 'stelletje', 'klaplopers', 'kozp', 'verdedigen', 'snap', 'wel']"
65,1467509446398160898,tonnoorhoff,RT @Mirjam152: Nadeel is wel dat KOZP/Afriye de komende week wss een podium krijgt aan elke praattafel. In ieder geval bij Margriet v.d. Li…,Twitter for iPad,http://twitter.com/#!/download/ipad,77,0,"['nadeel', 'wel', 'kozp', 'afriye', 'komende', 'week', 'wss', 'podium', 'krijgt', 'elke', 'praattafel', 'ieder', 'geval', 'margriet', 'v', 'd', 'li']"
71,1467509305586892809,Benjami60399854,RT @HartvNL: KOZP ontdaan na belagen demonstranten in Volendam: 'Politie keek weg' https://t.co/7jPIIqIGJ7,Twitter for Android,http://twitter.com/download/android,8,0,"['kozp', 'ontdaan', 'belagen', 'demonstranten', 'volendam', 'politie', 'keek', 'weg']"
72,1467509301782757376,martha7800,"RT @ObmaPascal: @MvButselaar @Schnoetsz Je vergeet te vermelden dat KOZP een samenwerkingsverband is van New Urban Collective, diverse stic…",Twitter Web App,https://mobile.twitter.com,1,0,"['vergeet', 'vermelden', 'kozp', 'samenwerkingsverband', 'new', 'urban', 'collective', 'diverse', 'stic']"
74,1467509256199024644,Wimperdepim,RT @sas_pvv_: Erica liep niet met een megafoon tijdens het Suikerfeest door de Haagse Schilderswijk dat te gillen. Kozp daarin tegen lopen…,Twitter for iPhone,http://twitter.com/download/iphone,51,0,"['erica', 'liep', 'megafoon', 'tijdens', 'suikerfeest', 'haagse', 'schilderswijk', 'gillen', 'kozp', 'daarin', 'lopen']"
75,1467509226100731917,NederlandEO,RT @OmroepON: De laatste aflevering van het #ZwartePietenjournaal gemist met dit mooie gedicht voor #FVD? @SimoneKerseboom leest het voor.…,Twitter Web App,https://mobile.twitter.com,23,0,"['laatste', 'aflevering', 'zwartepietenjournaal', 'gemist', 'mooie', 'gedicht', 'fvd', 'leest']"
79,1467509153899950091,Jacob40193412,RT @Veendam2017: Mijn laatste eerbetoon aan #zwartepiet. Tot volgend jaar. #kozp kan hun normale leven weet oppakken. #volendam #KickOutZwa…,Twitter for iPhone,http://twitter.com/download/iphone,5,0,"['laatste', 'eerbetoon', 'zwartepiet', 'volgend', 'jaar', 'kozp', 'normale', 'leven', 'weet', 'oppakken', 'volendam', 'kickoutzwa']"
81,1467509142789230595,martha7800,RT @woonnomade: @annstrikje @TomBeen Alles wat subsidie spons #JerryAfriyie aka #tomdeairfryer en #kozp doen is consequent de vermeende dis…,Twitter Web App,https://mobile.twitter.com,1,0,"['subsidie', 'spons', 'jerryafriyie', 'aka', 'tomdeairfryer', 'kozp', 'consequent', 'vermeende', 'dis']"
85,1467509085335662598,Shirley78669813,"RT @JdeWittvanOldeB: @jesseklaver Beste @jesseklaver met uw stinkende dubbele moraal, waarom hoorden wij u niet toen vreedzame betogers teg…",Twitter Web App,https://mobile.twitter.com,1,0,"['beste', 'stinkende', 'dubbele', 'moraal', 'waarom', 'hoorden', 'wij', 'vreedzame', 'betogers', 'teg']"
90,1467508942691577856,DerrickDuc,RT @Chirensnel: @jesseklaver Vreedzaamheid zou ook in het hoofd moeten zitten en de gedachten van kozp zijn verre van dat. https://t.co/QMO…,Twitter for iPhone,http://twitter.com/download/iphone,1,0,"['vreedzaamheid', 'hoofd', 'moeten', 'zitten', 'gedachten', 'kozp', 'verre']"
95,1467508735824338946,assissicourt,RT @Mvdb76: @HartvNL Geef die mensen niet die aandacht die ze bewust opzochten. Alles wat ze deden was gewoon fout en puur gericht op uitlo…,Twitter Web App,https://mobile.twitter.com,1,0,"['geef', 'mensen', 'aandacht', 'bewust', 'opzochten', 'deden', 'gewoon', 'fout', 'puur', 'gericht', 'uitlo']"
98,1467508686310498312,PeterTectum,RT @EelcoHoecke: De door onze overheid en de #postcodeloterij gefinancierde beroepsprovocateurs van #kozp blijven net zolang treiteren tot…,Twitter for Android,http://twitter.com/download/android,70,0,"['onze', 'overheid', 'postcodeloterij', 'gefinancierde', 'beroepsprovocateurs', 'kozp', 'blijven', 'net', 'zolang', 'treiteren']"
103,1467508537224011785,FrancoisInRath,"RT @marcelbar8: Tussen alle bagger over de #Meilandjes, Volendam, #KOZP en Zwarte Piet springt dit pareltje van saamhorigheid 👇 er tussenui…",Twitter for iPad,http://twitter.com/#!/download/ipad,2,0,"['tussen', 'alle', 'bagger', 'meilandjes', 'volendam', 'kozp', 'zwarte', 'piet', 'springt', 'pareltje', 'saamhorigheid', 'tussenui']"
104,1467508533545549824,xLotteeA,"RT @SylvanaBIJ1: Onacceptabel geweld tegen KOZP-betogers in Volendam. 
Daarom Kamervragen. 
Wat BIJ1 betreft is er geen plek voor racistisc…",Twitter for iPhone,http://twitter.com/download/iphone,77,0,"['onacceptabel', 'geweld', 'kozp', 'betogers', 'volendam', 'daarom', 'kamervragen', 'bij1', 'betreft', 'plek', 'racistisc']"
105,1467508526994141199,adriaan_tweet,RT @TjerkLangman: Veel plezier allemaal!  🎁 #pakjesavond #sinterklaas #zwartepiet https://t.co/2CP2jpsIIP,Twitter for iPhone,http://twitter.com/download/iphone,3,0,"['plezier', 'allemaal', 'pakjesavond', 'sinterklaas', 'zwartepiet']"
107,1467508502482538509,KoopsJoey,"RT @ysabdullahi: Ik werd als jonge vluchteling op school gedwongen mij te verkleden als Zwarte Piet, omdat ik mij ‘toch niet hoefde te schm…",Twitter for Android,http://twitter.com/download/android,1,0,"['jonge', 'vluchteling', 'school', 'gedwongen', 'verkleden', 'zwarte', 'piet', 'hoefde', 'schm']"
111,1467508450221506565,SophiaVerbree,"RT @Zeemeermin6: Wat mij stoort is dat tegendemonstranten van KOZP zich vaak van geweld bedienen.
Ik vind demonstraties tijdens de intocht…",Twitter for Android,http://twitter.com/download/android,2,0,"['stoort', 'tegendemonstranten', 'kozp', 'vaak', 'geweld', 'bedienen', 'vind', 'demonstraties', 'tijdens', 'intocht']"
113,1467508432894894086,Hansla,RT @slaghoedje: Ik krijg niet de indruk dat er veel Nederlanders te vinden zijn die de Volendammer actie afkeuren. Ja een paar subsidie slu…,Twitter for iPhone,http://twitter.com/download/iphone,87,0,"['krijg', 'indruk', 'nederlanders', 'vinden', 'volendammer', 'actie', 'afkeuren', 'paar', 'subsidie', 'slu']"
115,1467508374963171340,adriaan_tweet,"RT @1908FR1937: Iedereen een fijne pakjesavond.
#Sinterklaas #ZwartePiet https://t.co/cH71fRMrLB",Twitter for iPhone,http://twitter.com/download/iphone,1,0,"['iedereen', 'fijne', 'pakjesavond', 'sinterklaas', 'zwartepiet']"
119,1467508321196429320,RuttenWillem,RT @mister_edjuh: @HartvNL Dus onaangekondigd een demonstratie houden en dan ontdaan dat ze worden belaagt? Ze mogen nog blij zijn dat ze e…,Twitter for Android,http://twitter.com/download/android,2,0,"['onaangekondigd', 'demonstratie', 'houden', 'ontdaan', 'belaagt', 'mogen', 'blij', 'e']"
121,1467508316440076291,MolenaarAnnet,"RT @moeva18: En waar is vandaag het eiergooien en oliebollen werpen?
Of durft Kozp nu niet meer op hun laatste werkdag ?

#5december 
#zwar…",Twitter for iPhone,http://twitter.com/download/iphone,23,0,"['waar', 'vandaag', 'eiergooien', 'oliebollen', 'werpen', 'durft', 'kozp', 'laatste', 'werkdag', '5december', 'zwar']"
126,1467508232059072513,assissicourt,RT @ronald19653: @HartvNL KOZP moet zich schamen. Zonder toestemming toch demonstreren vraagt om moeilijkheden. Ook deze groepering moet zi…,Twitter Web App,https://mobile.twitter.com,1,0,"['kozp', 'schamen', 'toestemming', 'demonstreren', 'vraagt', 'moeilijkheden', 'groepering', 'zi']"
129,1467508200605814791,klm6446661261,RT @Joop_nl: KOZP-demonstranten aangevallen in Volendam https://t.co/BZkwBBmRpx https://t.co/FFvAcesm6a,Twitter for Android,http://twitter.com/download/android,33,0,"['kozp', 'demonstranten', 'aangevallen', 'volendam']"
133,1467508125540536321,assissicourt,"RT @jantje4000: @HartvNL Iedereen weet dat de KOZP een zieke racistische organisatie zijn, maar de criminele media steunt hun.",Twitter Web App,https://mobile.twitter.com,1,0,"['iedereen', 'weet', 'kozp', 'zieke', 'racistische', 'organisatie', 'criminele', 'media', 'steunt']"
144,1467507690968657923,JanBerkelaar,"RT @ovcned: #Zwartepiet is heel belangrijk
Hij staat voor onze cultuur, voor wie we zijn, voor onze tradities
Koop eens iets bij de winkels…",Twitter for Android,http://twitter.com/download/android,32,0,"['zwartepiet', 'heel', 'belangrijk', 'staat', 'onze', 'cultuur', 'we', 'onze', 'tradities', 'koop', 'winkels']"
147,1467507567140261890,DerrickDuc,RT @Intruder4G: @jesseklaver @DevliegerErik Noem je dat agressieve gajes van KOZP vreedzaam? Jij bent echt helemaal los van de werkelijkhei…,Twitter for iPhone,http://twitter.com/download/iphone,1,0,"['noem', 'agressieve', 'gajes', 'kozp', 'vreedzaam', 'jij', 'bent', 'echt', 'helemaal', 'los', 'werkelijkhei']"
149,1467507465919074307,archiesmall5,RT @annstrikje: Als je een oer-Hollands dorp als #Volendam onverwacht binnen gaat met een groep #kozp activisten en ze gaat uitschelden voo…,Twitter for iPhone,http://twitter.com/download/iphone,161,0,"['oer', 'hollands', 'dorp', 'volendam', 'onverwacht', 'binnen', 'gaat', 'groep', 'kozp', 'activisten', 'gaat', 'uitschelden', 'voo']"
150,1467507452685991936,assissicourt,RT @Mvdb76: @T888T77 @HartvNL Akwasi met zijn uitspraak is toch bedreiging geweest. Ik zei ook dreigen. Dat ze dat niet gedaan hebben klopt…,Twitter Web App,https://mobile.twitter.com,1,0,"['akwasi', 'uitspraak', 'bedreiging', 'zei', 'dreigen', 'gedaan', 'klopt']"
155,1467507314982895628,assissicourt,RT @Mvdb76: @T888T77 @HartvNL Behalve dan bij die mevrouw met de kinderwagen...megafoon in gezicht duwen en roepen. Iets met fatsoen...#koz…,Twitter Web App,https://mobile.twitter.com,1,0,"['behalve', 'mevrouw', 'kinderwagen', 'megafoon', 'gezicht', 'duwen', 'roepen', 'fatsoen', 'koz']"
162,1467507184921632771,martha7800,"RT @anonymo02031848: @DeStefVolendam KOZP is gefund door de VN. Dit is niet een natuurlijke organisatie, maar gewoon bedoeld om de Nederlan…",Twitter Web App,https://mobile.twitter.com,2,0,"['kozp', 'gefund', 'vn', 'natuurlijke', 'organisatie', 'gewoon', 'bedoeld', 'nederlan']"
163,1467507156052324352,PrinceEdwardIII,RT @RaeMee30: Wat het Nerlandse antwoord op Woke en KOZP zou moeten zijn 😄 https://t.co/kghPggC0CH,Twitter Web App,https://mobile.twitter.com,4,0,"['nerlandse', 'antwoord', 'woke', 'kozp', 'moeten']"
173,1467507010585440258,martha7800,"RT @woutschaap: @DeStefVolendam De #linkse deug media zoals, @Jinek_RTL @RTLnieuws @NOS @op1npo en de @volkskrant, @trouw en @ADnl enz. zit…",Twitter Web App,https://mobile.twitter.com,1,0,"['linkse', 'deug', 'media', 'zoals', 'enz', 'zit']"
174,1467506919359356933,assissicourt,"RT @DerfLivE: @HartvNL Als KOZP mensen belaagt, dan is wegkijken nog te mild. Ze moesten klappen gekregen hebben.
Demonsteren is een recht,…",Twitter Web App,https://mobile.twitter.com,1,0,"['kozp', 'mensen', 'belaagt', 'wegkijken', 'mild', 'moesten', 'klappen', 'gekregen', 'demonsteren', 'recht']"
177,1467506901986463756,Vladimirblatter,"RT @moeva18: Dus je komt zo een oer Hollands dorp binnen en vindt het dan gek dat ze jou bekogelen?
Als ik in de Bijlmer schreeuw ' weg met…",Twitter Web App,https://mobile.twitter.com,58,0,"['komt', 'oer', 'hollands', 'dorp', 'binnen', 'vindt', 'gek', 'jou', 'bekogelen', 'bijlmer', 'schreeuw', 'weg']"
179,1467506874505654272,esther241101,RT @EelcoHoecke: Basisscholen in Noord-Holland die zelfs #sinterklaas willen cancelen want niet verbindend genoeg.... Hoe respectvol en ver…,Twitter for Android,http://twitter.com/download/android,69,0,"['basisscholen', 'noord', 'holland', 'zelfs', 'sinterklaas', 'willen', 'cancelen', 'verbindend', 'genoeg', 'respectvol', 'ver']"
185,1467506734151483392,assissicourt,RT @Lampladies: @HartvNL Een door Soros gefinancierde organisatie dient zich ver weg te houden van deze Galliërs. Met hun oliebollen en eie…,Twitter Web App,https://mobile.twitter.com,1,0,"['soros', 'gefinancierde', 'organisatie', 'dient', 'ver', 'weg', 'houden', 'galli', 'rs', 'oliebollen', 'eie']"
190,1467506631005122566,martha7800,RT @FeyeNody: Je stormt de bus uit scheld mensen uit voor racist en schreeuwt een vrouw in het gezicht met een megafoon. Verwacht je dat ze…,Twitter Web App,https://mobile.twitter.com,322,0,"['stormt', 'bus', 'scheld', 'mensen', 'racist', 'schreeuwt', 'vrouw', 'gezicht', 'megafoon', 'verwacht']"
206,1467506220214988807,VisserAdriaan,"RT @LenSaltwelsh: @jesseklaver Hahaha..iedere keer hetzelfde riedeltje. 

Mensen zijn dit kozp gespuis kotszat. 

En jou erbij.",Twitter for iPad,http://twitter.com/#!/download/ipad,2,0,"['hahaha', 'iedere', 'keer', 'hetzelfde', 'riedeltje', 'mensen', 'kozp', 'gespuis', 'kotszat', 'jou', 'erbij']"
214,1467506024747872263,assissicourt,RT @JaapKooiman1: @HartvNL Kick Out KOZP #kickoutKOZP,Twitter Web App,https://mobile.twitter.com,1,0,"['kick', 'out', 'kozp', 'kickoutkozp']"
219,1467505878660173830,martha7800,RT @rkemp59: Simpel. Als je jarenlang opzettelijk talloze sinterklaasfeesten verknalt en door megafoons schreeuwt dat ouders en zelfs kinde…,Twitter Web App,https://mobile.twitter.com,101,0,"['simpel', 'jarenlang', 'opzettelijk', 'talloze', 'sinterklaasfeesten', 'verknalt', 'megafoons', 'schreeuwt', 'ouders', 'zelfs', 'kinde']"
225,1467505751417630725,JudithTaat,"RT @BartNijman: “Racistisch geweld”, schat, meer dan 80 procent van die KOZP-stokebranden in Volendam was roomblank. Soms heeft het niks me…",Twitter Web App,https://mobile.twitter.com,52,0,"['racistisch', 'geweld', 'schat', '80', 'procent', 'kozp', 'stokebranden', 'volendam', 'roomblank', 'soms', 'niks']"
229,1467505605560750087,LinksBoomer,RT @LightLucieFall: Volendam heeft een oud gezegde ik een mooi nieuw inclusief jasje gestoken. Met pek en veren is vanaf 4-12-2021 geworden…,Twitter Web App,https://mobile.twitter.com,8,0,"['volendam', 'oud', 'gezegde', 'mooi', 'nieuw', 'inclusief', 'jasje', 'gestoken', 'pek', 'veren', 'vanaf', '4', '12', '2021', 'geworden']"
232,1467505550950903810,Christovte1,"RT @widtvoet: Vrouwen, kinderen en ouderen de stuipen op het lijf jagen met agressief gedrag en militant geschreeuw en dan janken als je na…",Twitter for Android,http://twitter.com/download/android,9,0,"['vrouwen', 'kinderen', 'ouderen', 'stuipen', 'lijf', 'jagen', 'agressief', 'gedrag', 'militant', 'geschreeuw', 'janken']"
234,1467505464581701636,elmer079,"RT @DeMariekeK: @cirstenkot @LiekeSievers @POL_Volendam @nrc Er schijnt gelogen te zijn door de burgemeester, dat er geen intocht zou zijn.…",Twitter for Android,http://twitter.com/download/android,1,0,"['schijnt', 'gelogen', 'burgemeester', 'intocht']"
237,1467505377654812676,LinksBoomer,RT @Rutger_hedonist: 👇🏻👇🏻👇🏻🍀🍀🍀😂😂😂 net zoals vroeger. Met pek en veren. Toppers daar in #volendam #kozp,Twitter Web App,https://mobile.twitter.com,2,0,"['net', 'zoals', 'vroeger', 'pek', 'veren', 'toppers', 'volendam', 'kozp']"
238,1467505365835292678,royverbeek02,RT @TillyTilburg: Als je de media zou moeten geloven dan kan KOZP elk random dorpje binnen vallen en daar de meerderheid achter zich hebben…,Twitter for iPhone,http://twitter.com/download/iphone,1,0,"['media', 'moeten', 'geloven', 'kozp', 'elk', 'random', 'dorpje', 'binnen', 'vallen', 'meerderheid', 'achter']"
246,1467505201770905603,assissicourt,"RT @Abel19131812: @AriePoot2 @HartvNL #Politie had natuurlijk, #KOZP van de Volendamse dijk moeten slaan net zoals ze bij elke vredelievend…",Twitter Web App,https://mobile.twitter.com,1,0,"['politie', 'natuurlijk', 'kozp', 'volendamse', 'dijk', 'moeten', 'slaan', 'net', 'zoals', 'elke', 'vredelievend']"
249,1467505110175694850,assissicourt,RT @BartBlaauw: @HartvNL Het is niet de politie het is KOZP Zij hebben zichzelf in de problemen gebracht. Wat je bent op de markt ineens ko…,Twitter Web App,https://mobile.twitter.com,1,0,"['politie', 'kozp', 'zichzelf', 'problemen', 'gebracht', 'bent', 'markt', 'ineens', 'ko']"
252,1467505047764361216,assissicourt,"RT @RaafMeneer: @HartvNL #Gaslighting door #kozp en @HartvNL werkt eraan mee

Hadden we iets anders verwacht?
Nee natuurlijk niet. https://…",Twitter Web App,https://mobile.twitter.com,1,0,"['gaslighting', 'kozp', 'werkt', 'eraan', 'mee', 'hadden', 'we', 'anders', 'verwacht', 'nee', 'natuurlijk']"
253,1467505041397407751,ZerdarZaro,RT @FDW_VB: ‘Blijf v/h #Sinterklaas-kinderfeest af! #ZwartePiet is geen crimineel of #racist maar een kindervriend. We zijn de politieke co…,Twitter for Android,http://twitter.com/download/android,102,0,"['blijf', 'v', 'h', 'sinterklaas', 'kinderfeest', 'af', 'zwartepiet', 'crimineel', 'racist', 'kindervriend', 'we', 'politieke', 'co']"
256,1467504909146894341,JoopFillekes1,"RT @hulswood: Marktkoopvrouw gooide tientallen eieren naar KOZP: ""ben uit m'n dak gegaan"".
Eigenaar Oliebollenkraam: ""bussen mogen helemaal…",Twitter for Android,http://twitter.com/download/android,10,0,"['marktkoopvrouw', 'gooide', 'tientallen', 'eieren', 'kozp', 'm', 'n', 'dak', 'gegaan', 'eigenaar', 'oliebollenkraam', 'bussen', 'mogen', 'helemaal']"
257,1467504886753501196,LinksBoomer,"RT @Nineve15: Burgers tegenover elkaar. Om een kinderfeest, lijkt het..

Maar het is zoveel meer dan dat. Het is het “door de strot duwen”…",Twitter Web App,https://mobile.twitter.com,6,0,"['burgers', 'tegenover', 'elkaar', 'kinderfeest', 'lijkt', 'zoveel', 'strot', 'duwen']"
