clean_text_string,modularity_class
wel hoor heel goed begrepen jij kunt anders manier aankijk blijf vooral doordrammen zoals kozp doet verlies alleen respect mee begrip krijgt,1
volendammers ontdaan verzieken kinderfeest kozp waarom kop,2
ok duidelijkheid vreedzame burgers absoluut kozp gekkies weer komen verstoren,2
sjezus mina kijk suriname aruba bijvoorbeeld kijk sinterklaas vieren gewoon zwartepiet vol ornaat fictief figuur kindervriend mis mee,1
sintendeleeuw waar zwartepiet,1
kozp begonnen gooien case dismissed kap soort onzin laat ene fictief figuur namelijk zwartepiet rust zwarte piet doet niks kwaad niks kwaad zin,1
vreedzaam hadden toestemming demonstratie begonnen gelijk megafoons schreeuwen jij tokkie bent zeggen volendammers tokkie gedrag moeten tolereren kozp aangehouden moeten linea recta terug gestuurd,0
hele demonstratie verboden politie terug bus moeten sommeren bus terug moeten sturen terroristen kozp mogen blij heelhuids weg gekomen,0
kozp,2
,2
eerst ergste dingen zeggen jammeren mensen erop reageren lijkt kozp wel,0
breaking rutte hele zgn fake jaar demissionair kabinet kozp kozp volendam marktplaats,2
aanleiding bus springt gaat roeptoeteren stel doorgesnoven idioten mom protest verwachten direct bescherming klaarstaat geldt alleen kozp iedereen doet,2
dramcampagne kozp n plaatje,2
ingrid eierengooien eierengooier volendam kopz kopzvolendam kopzdemonstratie demonstratie zwartepietisracisme demonstraties zwartepiet zp ingridvolendam,3
kozp vreedzaam gezien bus kwamen dreigende houding provocerend gedrag oren toeteren megafoon kom,1
kick out kozp,2
kick out kozp,2
dorpelingen verdedigen onjuiste vuige racisme beschuldigingen aanmatigende beroepsactivisten alleen bezig subsidies veilig stellen ga binnenkort weer lekker visje eten volendam,2
volendam stad goud randje weg anti zwarte pieten volendam invallen griezel terug ghana demonstreren wanneer ga werken kozp,2
niks huilers kozp rest racisme jankers stal sylvana achtigen excuus geweld eieren oliebollen gooien k geweld intimidatie,1
kozp denkt permitteren maarja moment genoeg genoeg vaderlandslievende burgers,2
respondenten gezocht onderzoek onderwerp zwarte pietendiscussie nederland via discussie nederland zwartepiet sinterklaas respondentengezocht study enqu survey surveycircle,2
who the fuck jij wel mensen volendam holbewoners noemen terwijl juist holbewoners ongevraagd volendam binnen komen denderen tumult maken zodat kutkabinet even aandacht hen denk kozp subsidie moesten maken top opgelost,2
jij geloofd keep on dreaming kozp word betaald staat subsidies krijgen zegt genoeg jonge steeds potje waar bonnetjes kwijt,2
win win win kozp aandacht wilde volendammers succes waarden verdedigd twitter benodigde dagelijkse opheffen iedereen blij,2
laten we vergeten kozp subsidie krijgt natuurlijk wel geld uitgepakt volendam heel nederland msm opgefokt airfryer weer jaartje klapperboom,4
hoop boodschap duidelijk genoeg kozp welkom volendam trouwens nergens,4
kozp bestaan nooit gebeurd pure uitlokking kozp mag wmb demonstreren weilanden industrieterreinen nergens waar kinderen buurt moeilijk,1
jij maakt zwartepiet racisme kinderen,1
hoezo volendam schamen kozp jullie stel etters anders jullie zin drijven ga nuttigs maatschappij,1
zwartepiet gewoon racisme,1
vindt kozp zoekt confrontatie hadden betere locatie kiezen nou urk misschien ver weg,4
kozp zoekt confrontatie levert media aandacht hadden betere plek kiezen,4
onbegrijpelijk jouw achtergrond goedkeurd kozp vergunning naleving 1 5 meter regel alleen ter provocatie politie ouderen kinderen overvolle markt gevaar brengt,0
onbegrijpelijk jouw achtergrond goedkeurd kozp vergunning naleving 1 5 meter regel alleen ter provocatie politie ouderen kinderen overvolle markt gevaar brengt,0
actie reactie kozp onaangekondigd provocerend heel agressief komt zetten kun weerstand verwachten mensen wisten niks werden verrast krijg soort dingen fout ligt kozp punt,3
feit kozp onaangekondigd zeer agressief provocerend kwam enkel recht mensen volendam schrokken rot reageerde situatie groep kozp zet geweld racisme gestopt moeten kabinet minpres,3
weet kozp aandacht geeft des verder gaan jarenlang subsidie infuus maakt afhankelijk stel gewoon elke dag wekkertje moeten zetten werk gaan,2
idealiter zouden kozp achtige partijen gesubsidieerd zouden automatisch kozp demonstranten zolang oplossing ontbreekt vind stiekem erg beroepsslachtoffers onplezierig gemaakt word,3
demonstranten volendam kozp geweld gebruikt incident waar gaat,1
hadden zwarte kozp terreurpieten volendamse haven moeten pleuren goed weer,2
wauw vraag af reageren kozp demonstranten zouden gedragen,3
kozp loopt zomer blm acties mee gillen defund the police snap jij,2
officier justitie enge marxiste jacobien vreekamp goede vriendjes extreemlinkse kozp helpt hen vast wel,2
we weten jacobien vreekamp goede maatjes extreemlinkse kozp zit wel snor,2
oja dreigbrief kozp zgn kreeg wel weer justin smollettje racisme blanken bank genomen matig verzinnen jezelf zielige onderdrukte rol positioneren,2
jullie vinden woorden consequenties mee fatsoen veiligheid 1e plaats staat 60 kozpers schelden aggressief benaderen markt invallen 1 5 meter houden geweld begon kozp,0
goh vvder onze cultuur verdedigd onwetend blind vh spel kozp amp co gevaarlijke marxisten plunderen uitlokken dreigen geweld plegen zodra reactie komt trotse nationalisten valt erik frames vd linkse msm,0
reageer noordvolger vindt manier waarop kozp aandacht vraagt luid reactie vd volendammers daarom logisch snapt vergelijkingen victimblaming best problematisch a way,1
kozp schamen,2
1000den tweets thema 95 laat zien kozp gedemonstreerd gemolesteerd terecht weggejaagd,2
nooit racistisch echter bemerk acties kozp anders gaan kijken mensen onze cultuur geschiedenis afpakken heel erg boos,2
snap kozp staat kopt oliebollen problemen,2
ach slachtofferrol kozp we gewend subsidieslurpers kicked out kozp geweldig volendammers,2
daarom paar jaar geleden racistische cultuurimperialisten steeds harder gingen schreeuwen dvd gekocht bruine kind l vrienden fuck sylvana akwasi n kozp depressieve slachtoffers cre ren kind,2
volendam verwoordt vele dorpen steden vinden kozp klaar geoh manier racisme alleen aangewakkerd,0
begin eind kozp,0
jullie hadden schrijven volendam geeft goede voorbeeld criminele bende kozp dorp gejaagd eindelijk dorp verstand lef meerdere plaatsen zouden voorbeeld moeten nemen jullie he smerige ratten,2
kozp omarmen kost jou stemmen leefbaar rotterdam,0
tijd gaat schamen,0
vandaag aangetoond zwarte piet alleen dood zeer geliefd wij laten onze tradities los sinterklaas zwartepiet blijven teken petitie,2
laatste jaren idee grootste racisten juist kamp blm kozp omroep zwart bij1 woke beweging zitten grote golf haat blank,2
kozp mag gelukkig gewonden gevallen doden aankondiging n manier,2
ach zieligheidskaart getrokken komende dagen alleen huilend kozp addergebroed mainstrea,2
wit privilege gesproken,1
stelletje losers kozp opzoute,1
kozp recht rust verstoren volendammers recht rust bewaren,2
jesse begrijpt volendammers volledig schijt kozp gewoon sinterklaas willen vieren zwarte piet vreedzaams gedrag sjerrie,2
racisme racistisch demonstranten aangepakt racistisch demonstranten steeds witter trouwens white privilege binnen kozp,1
l lhannes verwachten integendeel kozp,2
kozp ers gewoon vangen,2
helaas wel duidelijk nodig jullie,1
kranten woord kamerlid lieve zusje wel alle aandacht kozp figuren laat zien waar journalistiek momenteel staat samenleving,2
kreeg linkse kozp stoomwals paar dagen geleden heen net wappies spelen man inhoud,1
filmpje gezien bus stormen mensen afgaan roepen megafoon oppleuren kozp gaan les lezen,0
tijd subsidie kraan woke linkse terreurclubjes dichtgedraaid gaan beroepswerkelozen echt gaan werken maatschappij gaan bijdragen groepjes kozp extinctionrebellion mogen betreft harder t volk aangepakt,2
kozp doet slecht pvv zulke dingen doet goed kozp maken fatsoen moeilijk,2
gingen bbq houden heel anders mensen uitschelden feestdag sterker hoort onze traditie ludiek protest kozp ludiek aangepakt opdagen zwarte sinterklaas witte pieten hadden hele reactie gekregen,2
precies kozp verwachten hoopte weer aandacht,1
onacceptabel gedrag kozp betogers volendam tis net welke kant wilt bekijken,1
precies goede vriend jarenlang zwarte piet mag vanwege donkere huidskleur meedoen inclusiviteit anti racisme noemen kozp kick out kozp,2
gewone witte nederlanders iedere blanke nederlander zichzelf wit noemt ziek hoofd persoon kozp volendam gaat x terminaal,2
kozp weg zwarte piet volendam gaan we regelen oliebol,1
vinden jullie datgene oostenrijk gaande debat waard alle grondrechten geschonden eu keihard optreden kozp blm belangrijker eu burgers gebeurt,2
steeds reden eieren enzo gooien persoonlijk grote fan kozp geeft echter recht hen bekogelen volendammers gewoon laten zien extreem xenofibisch zoals volendammers ken simpele zielen,0
onaangekondigd komen demonstreren gaan roepen volendammers racisten beetje makkelijk racisme kaart vaak getrokken wanneer kozp ogen verkeerd behandeld,2
juridische stappen volendam stappen moeten nemen onaangekondigd mensen gezicht schreeuwen racisten uitmaken daarnaast 1 5 meter afstand gehouden demonstranten levert wel bekeuringen,1
strijd jullie nederlandse bevolking gaan winnen zelfs bevolking allochtone afkomst verzet jullie,1
politie volendammers toom houden vanwege jullie onaangekondigde demonstratie waarbij jullie overduidelijk racisten zeker volendammers zwarte piet racisme maken,1
nogmaals kozp probleem niemand goed maakt druk kleur piet lageropgeleiden mensen onzeker werk etc voelen aangevallen zoveelste zekerheid weggenomen racistische focus zp afleiding,2
komt kozp fvd pvv kranten noem naam houden schepje bovenop,2
slavernijgeschiedenis bewust praten echt anders hoor tuurlijk erg alleen vanwege kleur gevraagd mening ander verder kozp steeds witter geworden nl alleen n g witter,2
jou moeilijk racist zien kind slaaf geschminkte piet lopen wij weg klasgenoten slavernijverleden schande zps agressief reageren kozp maakt alleen tergender,2
super links vind kozp schande hoezo link links jammer,0
zowel holbewoners kozp bas heijne zegt,0
zwartepiet volendam oplichter,1
zwarte schapen kozp moeten scharen ga terug eigen land,2
huilpiet jankpiet bangepiet volgend jaar,1
zie weer overal kozp opmerkingen media berichten slecht volendam ontvangen nergens media volendammers woord laten,2
natuurlijk wist kozp wachten stond daarom hadden demonstranten dagje volendam aangemeld,2
reacties blijkt weer sommige achtergebleven dorpen steeds hard nodig bevolking erop wijzen 2021 inmiddels volendam kozp,1
nou volendam rechtreeks ijsselmeer inschuiven volk zus moeder krijg gedegenereerde inteelt volendam kozp,1
kozp vermoord koude bloede,4
we leven democratie enige mensen waar jullie eigen kinderen bang witte mensen gaan schreeuwen dreigen kozp demonstranten jullie onverdraagzaam rot volk weigert passen nieuwe situatie,1
they were provoking local people the moment they got out their buses calling random people racist and causing an immediate scene shouting megaphones for no reason they set the tone and volendam answered,1
terecht geweld nooit goed vragen stellen methodiek kozp doe vergoeilijking geweld zowat erger geweld,2
plus kozp boete betalen verstoren vrede straat,0
kozp doet oh mensen bedreigen feit getolereerd mening,0
boem,1
kozp verboden politie eindelijk goed werk geleverd volendam ko kozp sinterklaasfeest cultureel erfgoed inclusief zwarte piet,2
ko kozp,2
hallo witte mensen eieren eten zwarte mensen witte landen privil boven zwarte mensen zwarte landen komt denk anousha shalom,1
komt waarschijnlijk heel ziek nest zwartepiet slaaf ziet sinterklaas racistisch feest noemt medelijden lijkt gepast,2
volendam groot gelijk vreedzame demonstranten vragen toestemming kondigen protest veroorzaken overlast marktkooplieden klanten zwartepietverdwijntniet kozp zwartepiet nosjournaal rtlnieuws humberto,2
volendam vreedzame demonstranten vragen toestemming kondigen protest veroorzaken overlast marktkooplieden klanten jesse klaver staat w r verkeerde kant zwartepietverdwijntniet kozp zwartepiet nosjournaal rtlnieuws humberto,2
kozp moeten komen uitdagen lekker thuis moeten blijven,1
terrecht eruit trappen kozp tuig,2
overgrote meerderheid kozp demonstranten roomblank,2
15 jaar heel kozp demonstraties h,0
mensen volendam makkelijk tent laten lokken verloren hele zwarte piet bestaat 5 jaar hoor zwarte piet echt hadden gesteund hadden lui kozp bekogeld eieren werkt enkel contraproductief,0
hele punt hele fanfare mensen racistisch noemen vinden reageert geweld weet diep binnen wel enige constanteer qua perceptie gewoon keiharde win kozp,0
direct waardeoordeel hangen gedrag kozp volendammers denk precies reactie waar kozp daarna klagen reactie iedereen elkaar gewoon rust laat lijkt beter plan,0
ga verder denk wel gewoon karikatuur aangepast noodzaak demonstreren mensen wellicht dingen willen aanpakken racisistisch vinden zie verder los kozp verhaal,0
weet precies onvoldoende kennis exacte statuten doelen kozp betreft zp lijkt zodra karikatuur overal aangepast reden demonstraties,0
kijk soort domme grapjes zwarte mensen juist zwarte piet gaan noemen nou exact kern hele probleem kap nou racisme kozp zichzelf opheffen,0
hebt blanke gasten kozp,1
precies meteen weer racisme kaart trekken denk voornamelijk blanken kozp,1
krijg illegaal gaat demonstreren gaan huilen jullie hadden gearresteerd moeten volendam schamen vindt kozp kinderen aangemoedigd bekogelen,1
haha onze doelstelling sociale cohesie vergroten verstrekken bus woke polariserende grachtengordelracisten kozp hoewel werkt wel verbindend iedereen vindt lollig volendam uitgekickt vreedzame tegendemonstranten,0
gaan rat vervolgen steun zwartepiet,2
soort wedstrijd twee groepen meest verwijten valt vraag oprecht af wilde kozp vandaag bereiken wilden demonstratie mensen gedachten brengen waarom denken manier doel,0
rat jerry,4
kozp vreedzaam klaver wakker bent nederlander betwijfel onze tradities blijf af binnenhalen aanbiden oliebollen erg vredelievend beter pak rammel krijgen,2
typische randstad mentaliteit zowel jou kozp willen begrijpen sociale structuur binnen dorp elkaar zit kozp vroeg ellende kreeg ellende,2
,1
,1
,1
,1
kozp nachtmerrie alle kinderen kinderen houden zwarte piet vinden lief zwarte piet houdt kinderen,2
kozp stapte inderdaad letterlijk immens agressieve houding bus straalde af,4
waarheid type mensen wekker zetten niks kozp slaat nergens,2
soort opmerkingen zorgen nou precies kozp gelijk krijgen doe gewoon ff normaal geef stok mee slaan,2
nee jullie pieten zwart mogen elke kleur hou opruiing zoals kozp doet oa volendam,2
oa gasten kozp,2
kozp sukkels gewoon kachel blijven overkomt niks eigen schuld,2
vindt gek geroepen kozp terwijl 90 demonstranten blank,0
prins witte paard sint leeuw bewijst weer zwartepiet racistisch ieder sukkel zien edelman pauldeleeuw sinterklaas,2
onze grondrechten demonstreren vrij wel spelregels houden jij hebt grote mond bijv corona protesten jouw uitkomt houd stil zwartepiet volendam,2
